,delta,Tau,Method,ARI
1525,4,0.1,Randomized,0.0
1526,4,0.0,Naive,0.0
1527,4,0.1,Randomized,0.0
1528,4,0.0,Naive,0.0
1529,4,0.1,Randomized,0.0
1530,4,0.0,Naive,0.0
1531,4,0.1,Randomized,0.0
1532,4,0.0,Naive,0.3303964757709251
1533,4,0.1,Randomized,0.0
1534,4,0.0,Naive,0.0
1535,4,0.1,Randomized,0.0
1536,4,0.0,Naive,0.7995558023320377
1537,4,0.1,Randomized,0.7995558023320377
1538,4,0.0,Naive,0.0
1539,4,0.1,Randomized,0.02145922746781116
1540,4,0.0,Naive,0.46434494195688225
1541,4,0.1,Randomized,0.46434494195688225
1542,4,0.0,Naive,0.0
1543,4,0.1,Randomized,0.0
1544,4,0.0,Naive,0.0
1545,4,0.1,Randomized,0.0
1546,4,0.0,Naive,0.0
1547,4,0.1,Randomized,0.3303964757709251
1548,4,0.0,Naive,0.6208425720620843
1549,4,0.1,Randomized,0.02145922746781116
1550,4,0.0,Naive,0.06489994591671173
1551,4,0.1,Randomized,0.06489994591671173
1552,4,0.0,Naive,1.0
1553,4,0.1,Randomized,1.0
1554,4,0.0,Naive,1.0
1555,4,0.1,Randomized,1.0
1556,4,0.0,Naive,1.0
1557,4,0.1,Randomized,1.0
1558,4,0.0,Naive,0.0
1559,4,0.1,Randomized,0.0
1560,4,0.0,Naive,0.0
1561,4,0.1,Randomized,0.0
1562,4,0.0,Naive,1.0
1563,4,0.1,Randomized,1.0
1564,4,0.0,Naive,0.06489994591671173
1565,4,0.1,Randomized,0.02145922746781116
1566,4,0.0,Naive,0.7995558023320377
1567,4,0.1,Randomized,0.7995558023320377
1568,4,0.0,Naive,0.0
1569,4,0.1,Randomized,0.0
1570,4,0.0,Naive,0.0
1571,4,0.1,Randomized,0.0
1572,4,0.0,Naive,0.06489994591671173
1573,4,0.1,Randomized,0.06489994591671173
1574,4,0.0,Naive,0.0
1575,4,0.1,Randomized,0.0
1576,4,0.0,Naive,0.0
1577,4,0.1,Randomized,0.02145922746781116
1578,4,0.0,Naive,0.0
1579,4,0.1,Randomized,0.0
1580,4,0.0,Naive,1.0
1581,4,0.1,Randomized,0.0
1582,4,0.0,Naive,0.7995558023320377
1583,4,0.1,Randomized,0.7995558023320377
1584,4,0.0,Naive,0.0
1585,4,0.1,Randomized,0.0
1586,4,0.0,Naive,0.02145922746781116
1587,4,0.1,Randomized,0.0
1588,4,0.0,Naive,0.0
1589,4,0.1,Randomized,0.0
1590,4,0.0,Naive,0.0
1591,4,0.1,Randomized,0.0
1592,4,0.0,Naive,0.0
1593,4,0.1,Randomized,0.7995558023320377
1594,4,0.0,Naive,0.02145922746781116
1595,4,0.1,Randomized,0.0
1596,4,0.0,Naive,0.0
1597,4,0.1,Randomized,0.0
1598,4,0.0,Naive,1.0
1599,4,0.1,Randomized,1.0
1600,4,0.0,Naive,0.0
1601,4,0.1,Randomized,0.0
1602,4,0.0,Naive,1.0
1603,4,0.1,Randomized,1.0
1604,4,0.0,Naive,0.6208425720620843
1605,4,0.1,Randomized,0.06489994591671173
1606,4,0.0,Naive,1.0
1607,4,0.1,Randomized,1.0
1608,4,0.0,Naive,1.0
1609,4,0.1,Randomized,1.0
1610,4,0.0,Naive,0.0
1611,4,0.1,Randomized,1.0
1612,4,0.0,Naive,0.0
1613,4,0.1,Randomized,0.0
1614,4,0.0,Naive,0.0
1615,4,0.1,Randomized,0.0
1616,4,0.0,Naive,0.0
1617,4,0.1,Randomized,0.0
1618,4,0.0,Naive,0.0
1619,4,0.1,Randomized,0.0
1620,4,0.0,Naive,0.6208425720620843
1621,4,0.1,Randomized,0.6208425720620843
1622,4,0.0,Naive,0.0
1623,4,0.1,Randomized,0.0
1624,4,0.0,Naive,1.0
1625,4,0.1,Randomized,1.0
1626,4,0.0,Naive,1.0
1627,4,0.1,Randomized,1.0
1628,4,0.0,Naive,1.0
1629,4,0.1,Randomized,0.7995558023320377
1630,4,0.0,Naive,0.0
1631,4,0.1,Randomized,0.0
1632,4,0.0,Naive,0.7995558023320377
1633,4,0.1,Randomized,0.7995558023320377
1634,4,0.0,Naive,0.3303964757709251
1635,4,0.1,Randomized,0.3303964757709251
1636,4,0.0,Naive,0.13071895424836602
1637,4,0.1,Randomized,0.0
1638,4,0.0,Naive,0.6208425720620843
1639,4,0.1,Randomized,0.6208425720620843
1640,4,0.0,Naive,0.02145922746781116
1641,4,0.1,Randomized,0.0
1642,4,0.0,Naive,0.2191780821917808
1643,4,0.1,Randomized,0.0
1644,4,0.0,Naive,0.6208425720620843
1645,4,0.1,Randomized,0.6208425720620843
1646,4,0.0,Naive,1.0
1647,4,0.1,Randomized,1.0
1648,4,0.0,Naive,0.0
1649,4,0.1,Randomized,0.0
1650,4,0.0,Naive,0.6208425720620843
1651,4,0.1,Randomized,0.0
1652,4,0.0,Naive,0.0
1653,4,0.1,Randomized,0.0
1654,4,0.0,Naive,1.0
1655,4,0.1,Randomized,1.0
1656,4,0.0,Naive,0.0
1657,4,0.1,Randomized,0.0
1658,4,0.0,Naive,1.0
1659,4,0.1,Randomized,1.0
1660,4,0.0,Naive,0.0
1661,4,0.1,Randomized,0.0
1662,4,0.0,Naive,1.0
1663,4,0.1,Randomized,0.13071895424836602
1664,4,0.0,Naive,0.0
1665,4,0.1,Randomized,0.0
1666,4,0.0,Naive,0.0
1667,4,0.1,Randomized,0.0
1668,4,0.0,Naive,1.0
1669,4,0.1,Randomized,1.0
1670,4,0.0,Naive,-0.019313304721030045
1671,4,0.1,Randomized,-0.019313304721030045
1672,4,0.0,Naive,0.0
1673,4,0.1,Randomized,0.06489994591671173
1674,4,0.0,Naive,1.0
1675,4,0.1,Randomized,0.02145922746781116
1676,4,0.0,Naive,0.7995558023320377
1677,4,0.1,Randomized,0.0
1678,4,0.0,Naive,0.3303964757709251
1679,4,0.1,Randomized,-0.034858387799564274
1680,4,0.0,Naive,0.6208425720620843
1681,4,0.1,Randomized,0.0
1682,4,0.0,Naive,0.0
1683,4,0.1,Randomized,0.0
1684,4,0.0,Naive,0.6208425720620843
1685,4,0.1,Randomized,0.7995558023320377
1686,4,0.0,Naive,1.0
1687,4,0.1,Randomized,1.0
1688,4,0.0,Naive,0.0
1689,4,0.1,Randomized,0.06489994591671173
1690,4,0.0,Naive,0.0
1691,4,0.1,Randomized,0.6208425720620843
1692,4,0.0,Naive,1.0
1693,4,0.1,Randomized,0.0
1694,4,0.0,Naive,0.02145922746781116
1695,4,0.1,Randomized,0.7995558023320377
1696,4,0.0,Naive,1.0
1697,4,0.1,Randomized,1.0
1698,4,0.0,Naive,0.3303964757709251
1699,4,0.1,Randomized,1.0
1700,4,0.0,Naive,1.0
1701,4,0.1,Randomized,1.0
1702,4,0.0,Naive,0.0
1703,4,0.1,Randomized,0.0
1704,4,0.0,Naive,0.6208425720620843
1705,4,0.1,Randomized,0.6208425720620843
1706,4,0.0,Naive,1.0
1707,4,0.1,Randomized,1.0
1708,4,0.0,Naive,1.0
1709,4,0.1,Randomized,0.0
1710,4,0.0,Naive,0.0
1711,4,0.1,Randomized,0.0
1712,4,0.0,Naive,0.0
1713,4,0.1,Randomized,0.6208425720620843
1714,4,0.0,Naive,0.02145922746781116
1715,4,0.1,Randomized,0.7995558023320377
1716,4,0.0,Naive,1.0
1717,4,0.1,Randomized,0.0
1718,4,0.0,Naive,0.02145922746781116
1719,4,0.1,Randomized,0.0
1720,4,0.0,Naive,0.02145922746781116
1721,4,0.1,Randomized,0.02145922746781116
1722,4,0.0,Naive,1.0
1723,4,0.1,Randomized,1.0
1724,4,0.0,Naive,0.0
1725,4,0.1,Randomized,0.0
1726,4,0.0,Naive,1.0
1727,4,0.1,Randomized,1.0
1728,4,0.0,Naive,-0.017306652244456464
1729,4,0.1,Randomized,-0.017306652244456464
1730,4,0.0,Naive,0.7995558023320377
1731,4,0.1,Randomized,0.7995558023320377
1732,4,0.0,Naive,0.0
1733,4,0.1,Randomized,0.0
1734,4,0.0,Naive,0.02145922746781116
1735,4,0.1,Randomized,0.0
1736,4,0.0,Naive,0.7995558023320377
1737,4,0.1,Randomized,0.7995558023320377
1738,4,0.0,Naive,1.0
1739,4,0.1,Randomized,1.0
1740,4,0.0,Naive,0.0
1741,4,0.1,Randomized,0.0
1742,4,0.0,Naive,0.2191780821917808
1743,4,0.1,Randomized,0.2191780821917808
1744,4,0.0,Naive,1.0
1745,4,0.1,Randomized,0.02145922746781116
1746,4,0.0,Naive,0.02145922746781116
1747,4,0.1,Randomized,0.02145922746781116
1748,4,0.0,Naive,0.7995558023320377
1749,4,0.1,Randomized,0.6208425720620843
1750,4,0.0,Naive,0.0
1751,4,0.1,Randomized,0.0
1752,4,0.0,Naive,1.0
1753,4,0.1,Randomized,0.0
1754,4,0.0,Naive,1.0
1755,4,0.1,Randomized,1.0
1756,4,0.0,Naive,0.7995558023320377
1757,4,0.1,Randomized,0.7995558023320377
1758,4,0.0,Naive,0.0
1759,4,0.1,Randomized,0.0
1760,4,0.0,Naive,0.0
1761,4,0.1,Randomized,0.0
1762,4,0.0,Naive,0.3303964757709251
1763,4,0.1,Randomized,0.0
1764,4,0.0,Naive,1.0
1765,4,0.1,Randomized,1.0
1766,4,0.0,Naive,0.0
1767,4,0.1,Randomized,0.0
1768,4,0.0,Naive,1.0
1769,4,0.1,Randomized,1.0
1770,4,0.0,Naive,0.7995558023320377
1771,4,0.1,Randomized,0.7995558023320377
1772,4,0.0,Naive,1.0
1773,4,0.1,Randomized,1.0
1774,4,0.0,Naive,1.0
1775,4,0.1,Randomized,0.7995558023320377
1776,4,0.0,Naive,0.7995558023320377
1777,4,0.1,Randomized,0.7995558023320377
1778,4,0.0,Naive,0.02145922746781116
1779,4,0.1,Randomized,0.02145922746781116
1780,4,0.0,Naive,1.0
1781,4,0.1,Randomized,1.0
1782,4,0.0,Naive,1.0
1783,4,0.1,Randomized,1.0
1784,4,0.0,Naive,1.0
1785,4,0.1,Randomized,0.7995558023320377
1786,4,0.0,Naive,0.7995558023320377
1787,4,0.1,Randomized,0.0
1788,4,0.0,Naive,0.0
1789,4,0.1,Randomized,0.0
1790,4,0.0,Naive,0.0
1791,4,0.1,Randomized,0.0
1792,4,0.0,Naive,0.7995558023320377
1793,4,0.1,Randomized,0.7995558023320377
1794,4,0.0,Naive,0.0
1795,4,0.1,Randomized,0.7995558023320377
1796,4,0.0,Naive,1.0
1797,4,0.1,Randomized,0.0
1798,4,0.0,Naive,0.06489994591671173
1799,4,0.1,Randomized,0.0
1800,4,0.0,Naive,0.0
1801,4,0.1,Randomized,0.0
1802,4,0.0,Naive,0.02145922746781116
1803,4,0.1,Randomized,0.02145922746781116
1804,4,0.0,Naive,0.7995558023320377
1805,4,0.1,Randomized,1.0
1806,4,0.0,Naive,1.0
1807,4,0.1,Randomized,1.0
1808,4,0.0,Naive,0.0
1809,4,0.1,Randomized,0.6208425720620843
1810,4,0.0,Naive,0.0
1811,4,0.1,Randomized,0.0
1812,4,0.0,Naive,1.0
1813,4,0.1,Randomized,0.0
1814,4,0.0,Naive,0.0
1815,4,0.1,Randomized,0.0
1816,4,0.0,Naive,0.7995558023320377
1817,4,0.1,Randomized,0.7995558023320377
1818,4,0.0,Naive,1.0
1819,4,0.1,Randomized,1.0
1820,4,0.0,Naive,1.0
1821,4,0.1,Randomized,1.0
1822,4,0.0,Naive,0.6208425720620843
1823,4,0.1,Randomized,0.6208425720620843
1824,4,0.0,Naive,0.0
1825,4,0.1,Randomized,1.0
1826,4,0.0,Naive,0.0
1827,4,0.1,Randomized,0.13071895424836602
1828,4,0.0,Naive,0.0
1829,4,0.1,Randomized,0.0
1830,4,0.0,Naive,0.7995558023320377
1831,4,0.1,Randomized,0.62
1832,4,0.0,Naive,0.7995558023320377
1833,4,0.1,Randomized,0.7995558023320377
1834,4,0.0,Naive,0.0
1835,4,0.1,Randomized,0.0
1836,4,0.0,Naive,0.02145922746781116
1837,4,0.1,Randomized,0.02145922746781116
1838,4,0.0,Naive,0.7995558023320377
1839,4,0.1,Randomized,0.7995558023320377
1840,4,0.0,Naive,0.2191780821917808
1841,4,0.1,Randomized,0.06489994591671173
1842,4,0.0,Naive,0.0
1843,4,0.1,Randomized,0.7995558023320377
1844,4,0.0,Naive,1.0
1845,4,0.1,Randomized,1.0
1846,4,0.0,Naive,0.0
1847,4,0.1,Randomized,0.02145922746781116
1848,4,0.0,Naive,0.0
1849,4,0.1,Randomized,0.0
1850,4,0.0,Naive,0.7995558023320377
1851,4,0.1,Randomized,0.7995558023320377
1852,4,0.0,Naive,1.0
1853,4,0.1,Randomized,1.0
1854,4,0.0,Naive,0.0
1855,4,0.1,Randomized,0.0
1856,4,0.0,Naive,0.0
1857,4,0.1,Randomized,0.02145922746781116
1858,4,0.0,Naive,1.0
1859,4,0.1,Randomized,1.0
1860,4,0.0,Naive,1.0
1861,4,0.1,Randomized,1.0
1862,4,0.0,Naive,0.0
1863,4,0.1,Randomized,0.0
1864,4,0.0,Naive,0.0
1865,4,0.1,Randomized,0.0
1866,4,0.0,Naive,0.0
1867,4,0.1,Randomized,0.0
1868,4,0.0,Naive,0.0
1869,4,0.1,Randomized,0.02145922746781116
1870,4,0.0,Naive,1.0
1871,4,0.1,Randomized,1.0
1872,4,0.0,Naive,0.6208425720620843
1873,4,0.1,Randomized,0.6208425720620843
1874,4,0.0,Naive,0.02145922746781116
1875,4,0.1,Randomized,0.02145922746781116
1876,4,0.0,Naive,0.0
1877,4,0.1,Randomized,0.13071895424836602
1878,4,0.0,Naive,1.0
1879,4,0.1,Randomized,1.0
1880,4,0.0,Naive,0.7995558023320377
1881,4,0.1,Randomized,0.7995558023320377
1882,4,0.0,Naive,0.0
1883,4,0.1,Randomized,0.0
1884,4,0.0,Naive,0.0
1885,4,0.1,Randomized,0.0
1886,4,0.0,Naive,0.0
1887,4,0.1,Randomized,0.6208425720620843
1888,4,0.0,Naive,1.0
1889,4,0.1,Randomized,1.0
1890,4,0.0,Naive,0.0
1891,4,0.1,Randomized,0.0
1892,4,0.0,Naive,1.0
1893,4,0.1,Randomized,1.0
1894,4,0.0,Naive,0.0
1895,4,0.1,Randomized,0.46434494195688225
1896,4,0.0,Naive,1.0
1897,4,0.1,Randomized,1.0
1898,4,0.0,Naive,1.0
1899,4,0.1,Randomized,1.0
1900,4,0.0,Naive,0.0
1901,4,0.1,Randomized,0.0
1902,4,0.0,Naive,0.2191780821917808
1903,4,0.1,Randomized,0.02145922746781116
1904,4,0.0,Naive,1.0
1905,4,0.1,Randomized,1.0
1906,4,0.0,Naive,0.0
1907,4,0.1,Randomized,0.0
1908,4,0.0,Naive,0.0
1909,4,0.1,Randomized,0.0
1910,4,0.0,Naive,1.0
1911,4,0.1,Randomized,1.0
1912,4,0.0,Naive,0.0
1913,4,0.1,Randomized,0.0
1914,4,0.0,Naive,0.7995558023320377
1915,4,0.1,Randomized,0.06489994591671173
1916,4,0.0,Naive,0.0
1917,4,0.1,Randomized,1.0
1918,4,0.0,Naive,0.0
1919,4,0.1,Randomized,0.02145922746781116
1920,4,0.0,Naive,0.0
1921,4,0.1,Randomized,0.0
1922,4,0.0,Naive,0.0
1923,4,0.1,Randomized,0.02145922746781116
1924,4,0.0,Naive,0.0
1925,4,0.1,Randomized,0.6208425720620843
1926,4,0.0,Naive,0.0
1927,4,0.1,Randomized,0.0
1928,4,0.0,Naive,0.0
1929,4,0.1,Randomized,0.0
1930,4,0.0,Naive,0.0
1931,4,0.1,Randomized,0.0
1932,4,0.0,Naive,0.0
1933,4,0.1,Randomized,0.0
1934,4,0.0,Naive,0.0
1935,4,0.1,Randomized,0.46434494195688225
1936,4,0.0,Naive,0.7995558023320377
1937,4,0.1,Randomized,0.7995558023320377
1938,4,0.0,Naive,0.13071895424836602
1939,4,0.1,Randomized,0.13071895424836602
1940,4,0.0,Naive,0.0
1941,4,0.1,Randomized,0.0
1942,4,0.0,Naive,0.7995558023320377
1943,4,0.1,Randomized,0.7995558023320377
1944,4,0.0,Naive,0.7995558023320377
1945,4,0.1,Randomized,0.7995558023320377
1946,4,0.0,Naive,0.0
1947,4,0.1,Randomized,0.0
1948,4,0.0,Naive,1.0
1949,4,0.1,Randomized,1.0
1950,4,0.0,Naive,0.0
1951,4,0.1,Randomized,1.0
1952,4,0.0,Naive,0.0
1953,4,0.1,Randomized,0.0
1954,4,0.0,Naive,1.0
1955,4,0.1,Randomized,1.0
1956,4,0.0,Naive,1.0
1957,4,0.1,Randomized,1.0
1958,4,0.0,Naive,1.0
1959,4,0.1,Randomized,1.0
1960,4,0.0,Naive,0.0
1961,4,0.1,Randomized,0.06489994591671173
1962,4,0.0,Naive,0.0
1963,4,0.1,Randomized,0.0
1964,4,0.0,Naive,0.0
1965,4,0.1,Randomized,0.0
1966,4,0.0,Naive,1.0
1967,4,0.1,Randomized,0.0
1968,4,0.0,Naive,0.02145922746781116
1969,4,0.1,Randomized,0.02145922746781116
1970,4,0.0,Naive,0.0
1971,4,0.1,Randomized,0.02145922746781116
1972,4,0.0,Naive,0.0
1973,4,0.1,Randomized,0.0
1974,4,0.0,Naive,0.0
1975,4,0.1,Randomized,0.0
1976,4,0.0,Naive,0.0
1977,4,0.1,Randomized,0.0
1978,4,0.0,Naive,0.7995558023320377
1979,4,0.1,Randomized,0.7995558023320377
1980,4,0.0,Naive,0.0
1981,4,0.1,Randomized,0.0
1982,4,0.0,Naive,0.0
1983,4,0.1,Randomized,0.02145922746781116
1984,4,0.0,Naive,1.0
1985,4,0.1,Randomized,1.0
1986,4,0.0,Naive,1.0
1987,4,0.1,Randomized,1.0
1988,4,0.0,Naive,0.0
1989,4,0.1,Randomized,0.0
1990,4,0.0,Naive,0.0
1991,4,0.1,Randomized,0.0
1992,4,0.0,Naive,0.0
1993,4,0.1,Randomized,0.0
1994,4,0.0,Naive,0.0
1995,4,0.1,Randomized,0.0
1996,4,0.0,Naive,0.0
1997,4,0.1,Randomized,0.0
1998,4,0.0,Naive,0.0
1999,4,0.1,Randomized,0.0
2000,6,0.0,Naive,1.0
2001,6,0.1,Randomized,1.0
2002,6,0.0,Naive,1.0
2003,6,0.1,Randomized,1.0
2004,6,0.0,Naive,1.0
2005,6,0.1,Randomized,1.0
2006,6,0.0,Naive,1.0
2007,6,0.1,Randomized,1.0
2008,6,0.0,Naive,1.0
2009,6,0.1,Randomized,1.0
2010,6,0.0,Naive,1.0
2011,6,0.1,Randomized,1.0
2012,6,0.0,Naive,1.0
2013,6,0.1,Randomized,1.0
2014,6,0.0,Naive,1.0
2015,6,0.1,Randomized,1.0
2016,6,0.0,Naive,1.0
2017,6,0.1,Randomized,0.7995558023320377
2018,6,0.0,Naive,1.0
2019,6,0.1,Randomized,1.0
2020,6,0.0,Naive,1.0
2021,6,0.1,Randomized,1.0
2022,6,0.0,Naive,1.0
2023,6,0.1,Randomized,1.0
2024,6,0.0,Naive,1.0
2025,6,0.1,Randomized,1.0
2026,6,0.0,Naive,1.0
2027,6,0.1,Randomized,1.0
2028,6,0.0,Naive,1.0
2029,6,0.1,Randomized,1.0
2030,6,0.0,Naive,1.0
2031,6,0.1,Randomized,1.0
2032,6,0.0,Naive,1.0
2033,6,0.1,Randomized,1.0
2034,6,0.0,Naive,1.0
2035,6,0.1,Randomized,1.0
2036,6,0.0,Naive,1.0
2037,6,0.1,Randomized,1.0
2038,6,0.0,Naive,1.0
2039,6,0.1,Randomized,1.0
2040,6,0.0,Naive,1.0
2041,6,0.1,Randomized,1.0
2042,6,0.0,Naive,0.0
2043,6,0.1,Randomized,0.0
2044,6,0.0,Naive,0.0
2045,6,0.1,Randomized,0.0
2046,6,0.0,Naive,1.0
2047,6,0.1,Randomized,1.0
2048,6,0.0,Naive,1.0
2049,6,0.1,Randomized,1.0
2050,6,0.0,Naive,1.0
2051,6,0.1,Randomized,1.0
2052,6,0.0,Naive,1.0
2053,6,0.1,Randomized,1.0
2054,6,0.0,Naive,1.0
2055,6,0.1,Randomized,1.0
2056,6,0.0,Naive,1.0
2057,6,0.1,Randomized,1.0
2058,6,0.0,Naive,1.0
2059,6,0.1,Randomized,1.0
2060,6,0.0,Naive,1.0
2061,6,0.1,Randomized,1.0
2062,6,0.0,Naive,1.0
2063,6,0.1,Randomized,1.0
2064,6,0.0,Naive,0.0
2065,6,0.1,Randomized,0.2191780821917808
2066,6,0.0,Naive,1.0
2067,6,0.1,Randomized,1.0
2068,6,0.0,Naive,1.0
2069,6,0.1,Randomized,1.0
2070,6,0.0,Naive,1.0
2071,6,0.1,Randomized,0.0
2072,6,0.0,Naive,1.0
2073,6,0.1,Randomized,1.0
2074,6,0.0,Naive,1.0
2075,6,0.1,Randomized,1.0
2076,6,0.0,Naive,1.0
2077,6,0.1,Randomized,1.0
2078,6,0.0,Naive,1.0
2079,6,0.1,Randomized,1.0
2080,6,0.0,Naive,1.0
2081,6,0.1,Randomized,1.0
2082,6,0.0,Naive,1.0
2083,6,0.1,Randomized,1.0
2084,6,0.0,Naive,1.0
2085,6,0.1,Randomized,1.0
2086,6,0.0,Naive,1.0
2087,6,0.1,Randomized,1.0
2088,6,0.0,Naive,1.0
2089,6,0.1,Randomized,1.0
2090,6,0.0,Naive,1.0
2091,6,0.1,Randomized,1.0
2092,6,0.0,Naive,1.0
2093,6,0.1,Randomized,0.0
2094,6,0.0,Naive,1.0
2095,6,0.1,Randomized,1.0
2096,6,0.0,Naive,1.0
2097,6,0.1,Randomized,1.0
2098,6,0.0,Naive,1.0
2099,6,0.1,Randomized,1.0
2100,6,0.0,Naive,1.0
2101,6,0.1,Randomized,1.0
2102,6,0.0,Naive,1.0
2103,6,0.1,Randomized,1.0
2104,6,0.0,Naive,1.0
2105,6,0.1,Randomized,1.0
2106,6,0.0,Naive,1.0
2107,6,0.1,Randomized,1.0
2108,6,0.0,Naive,1.0
2109,6,0.1,Randomized,1.0
2110,6,0.0,Naive,1.0
2111,6,0.1,Randomized,1.0
2112,6,0.0,Naive,1.0
2113,6,0.1,Randomized,0.06489994591671173
2114,6,0.0,Naive,1.0
2115,6,0.1,Randomized,1.0
2116,6,0.0,Naive,1.0
2117,6,0.1,Randomized,1.0
2118,6,0.0,Naive,1.0
2119,6,0.1,Randomized,1.0
2120,6,0.0,Naive,1.0
2121,6,0.1,Randomized,1.0
2122,6,0.0,Naive,1.0
2123,6,0.1,Randomized,1.0
2124,6,0.0,Naive,1.0
2125,6,0.1,Randomized,1.0
2126,6,0.0,Naive,1.0
2127,6,0.1,Randomized,1.0
2128,6,0.0,Naive,1.0
2129,6,0.1,Randomized,1.0
2130,6,0.0,Naive,1.0
2131,6,0.1,Randomized,1.0
2132,6,0.0,Naive,1.0
2133,6,0.1,Randomized,1.0
2134,6,0.0,Naive,1.0
2135,6,0.1,Randomized,1.0
2136,6,0.0,Naive,1.0
2137,6,0.1,Randomized,1.0
2138,6,0.0,Naive,1.0
2139,6,0.1,Randomized,1.0
2140,6,0.0,Naive,1.0
2141,6,0.1,Randomized,1.0
2142,6,0.0,Naive,1.0
2143,6,0.1,Randomized,1.0
2144,6,0.0,Naive,1.0
2145,6,0.1,Randomized,1.0
2146,6,0.0,Naive,1.0
2147,6,0.1,Randomized,1.0
2148,6,0.0,Naive,1.0
2149,6,0.1,Randomized,1.0
2150,6,0.0,Naive,1.0
2151,6,0.1,Randomized,1.0
2152,6,0.0,Naive,1.0
2153,6,0.1,Randomized,1.0
2154,6,0.0,Naive,1.0
2155,6,0.1,Randomized,1.0
2156,6,0.0,Naive,1.0
2157,6,0.1,Randomized,1.0
2158,6,0.0,Naive,1.0
2159,6,0.1,Randomized,1.0
2160,6,0.0,Naive,0.0
2161,6,0.1,Randomized,0.0
2162,6,0.0,Naive,1.0
2163,6,0.1,Randomized,0.7995558023320377
2164,6,0.0,Naive,1.0
2165,6,0.1,Randomized,1.0
2166,6,0.0,Naive,0.0
2167,6,0.1,Randomized,0.13071895424836602
2168,6,0.0,Naive,1.0
2169,6,0.1,Randomized,1.0
2170,6,0.0,Naive,1.0
2171,6,0.1,Randomized,1.0
2172,6,0.0,Naive,1.0
2173,6,0.1,Randomized,1.0
2174,6,0.0,Naive,1.0
2175,6,0.1,Randomized,1.0
2176,6,0.0,Naive,1.0
2177,6,0.1,Randomized,1.0
2178,6,0.0,Naive,1.0
2179,6,0.1,Randomized,1.0
2180,6,0.0,Naive,1.0
2181,6,0.1,Randomized,1.0
2182,6,0.0,Naive,1.0
2183,6,0.1,Randomized,1.0
2184,6,0.0,Naive,0.0
2185,6,0.1,Randomized,0.0
2186,6,0.0,Naive,1.0
2187,6,0.1,Randomized,1.0
2188,6,0.0,Naive,1.0
2189,6,0.1,Randomized,1.0
2190,6,0.0,Naive,1.0
2191,6,0.1,Randomized,1.0
2192,6,0.0,Naive,1.0
2193,6,0.1,Randomized,1.0
2194,6,0.0,Naive,1.0
2195,6,0.1,Randomized,1.0
2196,6,0.0,Naive,1.0
2197,6,0.1,Randomized,1.0
2198,6,0.0,Naive,1.0
2199,6,0.1,Randomized,1.0
2200,6,0.0,Naive,0.0
2201,6,0.1,Randomized,0.0
2202,6,0.0,Naive,1.0
2203,6,0.1,Randomized,1.0
2204,6,0.0,Naive,1.0
2205,6,0.1,Randomized,1.0
2206,6,0.0,Naive,1.0
2207,6,0.1,Randomized,1.0
2208,6,0.0,Naive,1.0
2209,6,0.1,Randomized,1.0
2210,6,0.0,Naive,1.0
2211,6,0.1,Randomized,1.0
2212,6,0.0,Naive,1.0
2213,6,0.1,Randomized,1.0
2214,6,0.0,Naive,1.0
2215,6,0.1,Randomized,1.0
2216,6,0.0,Naive,1.0
2217,6,0.1,Randomized,1.0
2218,6,0.0,Naive,1.0
2219,6,0.1,Randomized,1.0
2220,6,0.0,Naive,0.0
2221,6,0.1,Randomized,0.0
2222,6,0.0,Naive,1.0
2223,6,0.1,Randomized,0.02145922746781116
2224,6,0.0,Naive,1.0
2225,6,0.1,Randomized,1.0
2226,6,0.0,Naive,1.0
2227,6,0.1,Randomized,1.0
2228,6,0.0,Naive,1.0
2229,6,0.1,Randomized,1.0
2230,6,0.0,Naive,1.0
2231,6,0.1,Randomized,1.0
2232,6,0.0,Naive,1.0
2233,6,0.1,Randomized,1.0
2234,6,0.0,Naive,1.0
2235,6,0.1,Randomized,1.0
2236,6,0.0,Naive,1.0
2237,6,0.1,Randomized,1.0
2238,6,0.0,Naive,1.0
2239,6,0.1,Randomized,1.0
2240,6,0.0,Naive,1.0
2241,6,0.1,Randomized,1.0
2242,6,0.0,Naive,1.0
2243,6,0.1,Randomized,1.0
2244,6,0.0,Naive,1.0
2245,6,0.1,Randomized,1.0
2246,6,0.0,Naive,1.0
2247,6,0.1,Randomized,1.0
2248,6,0.0,Naive,1.0
2249,6,0.1,Randomized,1.0
2250,6,0.0,Naive,1.0
2251,6,0.1,Randomized,1.0
2252,6,0.0,Naive,1.0
2253,6,0.1,Randomized,1.0
2254,6,0.0,Naive,1.0
2255,6,0.1,Randomized,1.0
2256,6,0.0,Naive,1.0
2257,6,0.1,Randomized,1.0
2258,6,0.0,Naive,0.7995558023320377
2259,6,0.1,Randomized,1.0
2260,6,0.0,Naive,1.0
2261,6,0.1,Randomized,1.0
2262,6,0.0,Naive,1.0
2263,6,0.1,Randomized,1.0
2264,6,0.0,Naive,1.0
2265,6,0.1,Randomized,1.0
2266,6,0.0,Naive,1.0
2267,6,0.1,Randomized,0.0
2268,6,0.0,Naive,1.0
2269,6,0.1,Randomized,0.6208425720620843
2270,6,0.0,Naive,1.0
2271,6,0.1,Randomized,1.0
2272,6,0.0,Naive,1.0
2273,6,0.1,Randomized,1.0
2274,6,0.0,Naive,1.0
2275,6,0.1,Randomized,0.0
2276,6,0.0,Naive,1.0
2277,6,0.1,Randomized,1.0
