,delta,Tau,Method,ARI
6673,14,0.1,Randomized,1.0
6674,14,0.0,Naive,1.0
6675,14,0.1,Randomized,1.0
6676,14,0.0,Naive,1.0
6677,14,0.1,Randomized,1.0
6678,14,0.0,Naive,1.0
6679,14,0.1,Randomized,1.0
6680,14,0.0,Naive,1.0
6681,14,0.1,Randomized,1.0
6682,14,0.0,Naive,1.0
6683,14,0.1,Randomized,1.0
6684,14,0.0,Naive,1.0
6685,14,0.1,Randomized,1.0
6686,14,0.0,Naive,1.0
6687,14,0.1,Randomized,1.0
6688,14,0.0,Naive,1.0
6689,14,0.1,Randomized,1.0
6690,14,0.0,Naive,1.0
6691,14,0.1,Randomized,1.0
6692,14,0.0,Naive,1.0
6693,14,0.1,Randomized,1.0
6694,14,0.0,Naive,1.0
6695,14,0.1,Randomized,1.0
6696,14,0.0,Naive,1.0
6697,14,0.1,Randomized,1.0
6698,14,0.0,Naive,1.0
6699,14,0.1,Randomized,1.0
6700,14,0.0,Naive,1.0
6701,14,0.1,Randomized,1.0
6702,14,0.0,Naive,1.0
6703,14,0.1,Randomized,1.0
6704,14,0.0,Naive,1.0
6705,14,0.1,Randomized,1.0
6706,14,0.0,Naive,1.0
6707,14,0.1,Randomized,1.0
6708,14,0.0,Naive,1.0
6709,14,0.1,Randomized,1.0
6710,14,0.0,Naive,1.0
6711,14,0.1,Randomized,1.0
6712,14,0.0,Naive,1.0
6713,14,0.1,Randomized,1.0
6714,14,0.0,Naive,1.0
6715,14,0.1,Randomized,1.0
6716,14,0.0,Naive,1.0
6717,14,0.1,Randomized,1.0
6718,14,0.0,Naive,1.0
6719,14,0.1,Randomized,1.0
6720,14,0.0,Naive,1.0
6721,14,0.1,Randomized,1.0
6722,14,0.0,Naive,1.0
6723,14,0.1,Randomized,1.0
6724,14,0.0,Naive,1.0
6725,14,0.1,Randomized,1.0
6726,14,0.0,Naive,1.0
6727,14,0.1,Randomized,1.0
6728,14,0.0,Naive,1.0
6729,14,0.1,Randomized,1.0
6730,14,0.0,Naive,1.0
6731,14,0.1,Randomized,1.0
6732,14,0.0,Naive,1.0
6733,14,0.1,Randomized,1.0
6734,14,0.0,Naive,1.0
6735,14,0.1,Randomized,1.0
6736,14,0.0,Naive,1.0
6737,14,0.1,Randomized,1.0
6738,14,0.0,Naive,1.0
6739,14,0.1,Randomized,1.0
6740,14,0.0,Naive,1.0
6741,14,0.1,Randomized,1.0
6742,14,0.0,Naive,1.0
6743,14,0.1,Randomized,1.0
6744,14,0.0,Naive,1.0
6745,14,0.1,Randomized,1.0
6746,14,0.0,Naive,1.0
6747,14,0.1,Randomized,1.0
6748,14,0.0,Naive,1.0
6749,14,0.1,Randomized,1.0
6750,14,0.0,Naive,1.0
6751,14,0.1,Randomized,1.0
6752,14,0.0,Naive,1.0
6753,14,0.1,Randomized,1.0
6754,14,0.0,Naive,1.0
6755,14,0.1,Randomized,1.0
6756,14,0.0,Naive,1.0
6757,14,0.1,Randomized,1.0
6758,14,0.0,Naive,1.0
6759,14,0.1,Randomized,1.0
6760,14,0.0,Naive,1.0
6761,14,0.1,Randomized,1.0
6762,14,0.0,Naive,1.0
6763,14,0.1,Randomized,1.0
6764,14,0.0,Naive,1.0
6765,14,0.1,Randomized,1.0
6766,14,0.0,Naive,1.0
6767,14,0.1,Randomized,1.0
6768,14,0.0,Naive,1.0
6769,14,0.1,Randomized,1.0
6770,14,0.0,Naive,1.0
6771,14,0.1,Randomized,1.0
6772,14,0.0,Naive,1.0
6773,14,0.1,Randomized,1.0
6774,14,0.0,Naive,1.0
6775,14,0.1,Randomized,1.0
6776,14,0.0,Naive,1.0
6777,14,0.1,Randomized,1.0
6778,14,0.0,Naive,1.0
6779,14,0.1,Randomized,1.0
6780,14,0.0,Naive,1.0
6781,14,0.1,Randomized,1.0
6782,14,0.0,Naive,1.0
6783,14,0.1,Randomized,1.0
6784,14,0.0,Naive,1.0
6785,14,0.1,Randomized,1.0
6786,14,0.0,Naive,1.0
6787,14,0.1,Randomized,1.0
6788,14,0.0,Naive,1.0
6789,14,0.1,Randomized,1.0
6790,14,0.0,Naive,1.0
6791,14,0.1,Randomized,1.0
6792,14,0.0,Naive,1.0
6793,14,0.1,Randomized,1.0
6794,14,0.0,Naive,1.0
6795,14,0.1,Randomized,1.0
6796,14,0.0,Naive,1.0
6797,14,0.1,Randomized,1.0
6798,14,0.0,Naive,1.0
6799,14,0.1,Randomized,1.0
6800,14,0.0,Naive,1.0
6801,14,0.1,Randomized,1.0
6802,14,0.0,Naive,1.0
6803,14,0.1,Randomized,1.0
6804,14,0.0,Naive,1.0
6805,14,0.1,Randomized,1.0
6806,14,0.0,Naive,1.0
6807,14,0.1,Randomized,1.0
6808,14,0.0,Naive,1.0
6809,14,0.1,Randomized,1.0
6810,14,0.0,Naive,1.0
6811,14,0.1,Randomized,1.0
6812,14,0.0,Naive,1.0
6813,14,0.1,Randomized,1.0
6814,14,0.0,Naive,1.0
6815,14,0.1,Randomized,1.0
6816,14,0.0,Naive,1.0
6817,14,0.1,Randomized,1.0
6818,14,0.0,Naive,1.0
6819,14,0.1,Randomized,1.0
6820,14,0.0,Naive,1.0
6821,14,0.1,Randomized,1.0
6822,14,0.0,Naive,1.0
6823,14,0.1,Randomized,1.0
6824,14,0.0,Naive,1.0
6825,14,0.1,Randomized,1.0
6826,14,0.0,Naive,1.0
6827,14,0.1,Randomized,1.0
6828,14,0.0,Naive,1.0
6829,14,0.1,Randomized,1.0
6830,14,0.0,Naive,1.0
6831,14,0.1,Randomized,1.0
6832,14,0.0,Naive,1.0
6833,14,0.1,Randomized,1.0
6834,14,0.0,Naive,1.0
6835,14,0.1,Randomized,1.0
6836,14,0.0,Naive,1.0
6837,14,0.1,Randomized,1.0
6838,14,0.0,Naive,1.0
6839,14,0.1,Randomized,1.0
6840,14,0.0,Naive,1.0
6841,14,0.1,Randomized,1.0
6842,14,0.0,Naive,1.0
6843,14,0.1,Randomized,1.0
6844,14,0.0,Naive,1.0
6845,14,0.1,Randomized,1.0
6846,14,0.0,Naive,1.0
6847,14,0.1,Randomized,1.0
6848,14,0.0,Naive,1.0
6849,14,0.1,Randomized,1.0
6850,14,0.0,Naive,1.0
6851,14,0.1,Randomized,1.0
6852,14,0.0,Naive,1.0
6853,14,0.1,Randomized,1.0
6854,14,0.0,Naive,1.0
6855,14,0.1,Randomized,1.0
6856,14,0.0,Naive,1.0
6857,14,0.1,Randomized,1.0
6858,14,0.0,Naive,1.0
6859,14,0.1,Randomized,1.0
6860,14,0.0,Naive,1.0
6861,14,0.1,Randomized,1.0
6862,14,0.0,Naive,1.0
6863,14,0.1,Randomized,1.0
6864,14,0.0,Naive,1.0
6865,14,0.1,Randomized,1.0
6866,14,0.0,Naive,1.0
6867,14,0.1,Randomized,1.0
6868,14,0.0,Naive,1.0
6869,14,0.1,Randomized,1.0
6870,14,0.0,Naive,1.0
6871,14,0.1,Randomized,1.0
6872,14,0.0,Naive,1.0
6873,14,0.1,Randomized,1.0
6874,14,0.0,Naive,1.0
6875,14,0.1,Randomized,1.0
6876,14,0.0,Naive,1.0
6877,14,0.1,Randomized,1.0
6878,14,0.0,Naive,1.0
6879,14,0.1,Randomized,1.0
6880,14,0.0,Naive,1.0
6881,14,0.1,Randomized,1.0
6882,14,0.0,Naive,1.0
6883,14,0.1,Randomized,1.0
6884,14,0.0,Naive,1.0
6885,14,0.1,Randomized,1.0
6886,14,0.0,Naive,1.0
6887,14,0.1,Randomized,1.0
6888,14,0.0,Naive,1.0
6889,14,0.1,Randomized,1.0
6890,14,0.0,Naive,1.0
6891,14,0.1,Randomized,1.0
6892,14,0.0,Naive,1.0
6893,14,0.1,Randomized,1.0
6894,14,0.0,Naive,1.0
6895,14,0.1,Randomized,1.0
6896,14,0.0,Naive,1.0
6897,14,0.1,Randomized,1.0
6898,14,0.0,Naive,1.0
6899,14,0.1,Randomized,1.0
6900,14,0.0,Naive,1.0
6901,14,0.1,Randomized,1.0
6902,14,0.0,Naive,1.0
6903,14,0.1,Randomized,1.0
6904,14,0.0,Naive,1.0
6905,14,0.1,Randomized,1.0
6906,14,0.0,Naive,1.0
6907,14,0.1,Randomized,1.0
6908,14,0.0,Naive,1.0
6909,14,0.1,Randomized,1.0
6910,14,0.0,Naive,1.0
6911,14,0.1,Randomized,1.0
6912,14,0.0,Naive,1.0
6913,14,0.1,Randomized,1.0
6914,14,0.0,Naive,1.0
6915,14,0.1,Randomized,1.0
6916,14,0.0,Naive,1.0
6917,14,0.1,Randomized,1.0
6918,14,0.0,Naive,1.0
6919,14,0.1,Randomized,1.0
6920,14,0.0,Naive,1.0
6921,14,0.1,Randomized,1.0
6922,14,0.0,Naive,1.0
6923,14,0.1,Randomized,1.0
6924,14,0.0,Naive,1.0
6925,14,0.1,Randomized,1.0
6926,14,0.0,Naive,1.0
6927,14,0.1,Randomized,1.0
6928,14,0.0,Naive,1.0
6929,14,0.1,Randomized,1.0
6930,14,0.0,Naive,1.0
6931,14,0.1,Randomized,1.0
6932,14,0.0,Naive,1.0
6933,14,0.1,Randomized,1.0
6934,14,0.0,Naive,1.0
6935,14,0.1,Randomized,1.0
6936,14,0.0,Naive,1.0
6937,14,0.1,Randomized,1.0
6938,14,0.0,Naive,1.0
6939,14,0.1,Randomized,1.0
6940,14,0.0,Naive,1.0
6941,14,0.1,Randomized,1.0
6942,14,0.0,Naive,1.0
6943,14,0.1,Randomized,1.0
6944,14,0.0,Naive,1.0
6945,14,0.1,Randomized,1.0
6946,14,0.0,Naive,1.0
6947,14,0.1,Randomized,1.0
6948,14,0.0,Naive,1.0
6949,14,0.1,Randomized,1.0
6950,14,0.0,Naive,1.0
6951,14,0.1,Randomized,1.0
6952,14,0.0,Naive,1.0
6953,14,0.1,Randomized,1.0
6954,14,0.0,Naive,1.0
6955,14,0.1,Randomized,1.0
6956,14,0.0,Naive,1.0
6957,14,0.1,Randomized,1.0
6958,14,0.0,Naive,1.0
6959,14,0.1,Randomized,1.0
6960,14,0.0,Naive,1.0
6961,14,0.1,Randomized,1.0
6962,14,0.0,Naive,1.0
6963,14,0.1,Randomized,1.0
6964,14,0.0,Naive,1.0
6965,14,0.1,Randomized,1.0
6966,14,0.0,Naive,1.0
6967,14,0.1,Randomized,1.0
6968,14,0.0,Naive,1.0
6969,14,0.1,Randomized,1.0
6970,14,0.0,Naive,1.0
6971,14,0.1,Randomized,1.0
6972,14,0.0,Naive,1.0
6973,14,0.1,Randomized,1.0
6974,14,0.0,Naive,1.0
6975,14,0.1,Randomized,1.0
6976,14,0.0,Naive,1.0
6977,14,0.1,Randomized,1.0
6978,14,0.0,Naive,1.0
6979,14,0.1,Randomized,1.0
6980,14,0.0,Naive,1.0
6981,14,0.1,Randomized,1.0
6982,14,0.0,Naive,1.0
6983,14,0.1,Randomized,1.0
6984,14,0.0,Naive,1.0
6985,14,0.1,Randomized,1.0
6986,14,0.0,Naive,1.0
6987,14,0.1,Randomized,1.0
6988,14,0.0,Naive,1.0
6989,14,0.1,Randomized,1.0
6990,14,0.0,Naive,1.0
6991,14,0.1,Randomized,1.0
6992,14,0.0,Naive,1.0
6993,14,0.1,Randomized,1.0
6994,14,0.0,Naive,1.0
6995,14,0.1,Randomized,1.0
6996,14,0.0,Naive,1.0
6997,14,0.1,Randomized,1.0
6998,14,0.0,Naive,1.0
6999,14,0.1,Randomized,1.0
