,delta,Tau,Method,WCSS/TSS
3877,8,0.1,Randomized,0.06264829019457858
3878,8,0.0,Naive,0.1574359646550408
3879,8,0.1,Randomized,0.1574359646550408
3880,8,0.0,Naive,0.09767852700694973
3881,8,0.1,Randomized,0.09767852700694973
3882,8,0.0,Naive,0.08909270949473362
3883,8,0.1,Randomized,0.08909270949473362
3884,8,0.0,Naive,0.10923009568562127
3885,8,0.1,Randomized,0.10923009568562127
3886,8,0.0,Naive,0.1170108674290525
3887,8,0.1,Randomized,0.1170108674290525
3888,8,0.0,Naive,0.0986635525464697
3889,8,0.1,Randomized,0.0986635525464697
3890,8,0.0,Naive,0.07788575080241525
3891,8,0.1,Randomized,0.07788575080241525
3892,8,0.0,Naive,0.11127980442229
3893,8,0.1,Randomized,0.11127980442229
3894,8,0.0,Naive,0.15745622001902532
3895,8,0.1,Randomized,0.15745622001902532
3896,8,0.0,Naive,0.09438343226169923
3897,8,0.1,Randomized,0.09438343226169923
3898,8,0.0,Naive,0.05096340068174631
3899,8,0.1,Randomized,0.05096340068174631
3900,8,0.0,Naive,0.05794709342694825
3901,8,0.1,Randomized,0.05794709342694825
3902,8,0.0,Naive,0.13045906027816467
3903,8,0.1,Randomized,0.13045906027816467
3904,8,0.0,Naive,0.14040199028585842
3905,8,0.1,Randomized,0.14040199028585842
3906,8,0.0,Naive,0.08781863041894661
3907,8,0.1,Randomized,0.08781863041894661
3908,8,0.0,Naive,0.06963878160674562
3909,8,0.1,Randomized,0.06963878160674562
3910,8,0.0,Naive,0.05440820994217121
3911,8,0.1,Randomized,0.05440820994217121
3912,8,0.0,Naive,0.13804850159022397
3913,8,0.1,Randomized,0.13804850159022397
3914,8,0.0,Naive,0.11538542246282342
3915,8,0.1,Randomized,0.11538542246282342
3916,8,0.0,Naive,0.10032287015551762
3917,8,0.1,Randomized,0.10032287015551762
3918,8,0.0,Naive,0.11973732399071937
3919,8,0.1,Randomized,0.11973732399071937
3920,8,0.0,Naive,0.10765149910970515
3921,8,0.1,Randomized,0.10765149910970515
3922,8,0.0,Naive,0.08411282191540326
3923,8,0.1,Randomized,0.08411282191540326
3924,8,0.0,Naive,0.0716689817099887
3925,8,0.1,Randomized,0.0716689817099887
3926,8,0.0,Naive,0.0637763614479135
3927,8,0.1,Randomized,0.0637763614479135
3928,8,0.0,Naive,0.09271797375629837
3929,8,0.1,Randomized,0.09271797375629837
3930,8,0.0,Naive,0.1304097167052541
3931,8,0.1,Randomized,0.1304097167052541
3932,8,0.0,Naive,0.10141858391162228
3933,8,0.1,Randomized,0.10141858391162228
3934,8,0.0,Naive,0.0978386605645843
3935,8,0.1,Randomized,0.0978386605645843
3936,8,0.0,Naive,0.10530474898314034
3937,8,0.1,Randomized,0.10530474898314034
3938,8,0.0,Naive,0.1171543593777446
3939,8,0.1,Randomized,0.1171543593777446
3940,8,0.0,Naive,0.09737112791926751
3941,8,0.1,Randomized,0.09737112791926751
3942,8,0.0,Naive,0.1649190045371393
3943,8,0.1,Randomized,0.1649190045371393
3944,8,0.0,Naive,0.09668126743828048
3945,8,0.1,Randomized,0.8556627061686347
3946,8,0.0,Naive,0.13140524079502783
3947,8,0.1,Randomized,0.13140524079502783
3948,8,0.0,Naive,0.08360063497210393
3949,8,0.1,Randomized,0.08360063497210393
3950,8,0.0,Naive,0.12716545417445901
3951,8,0.1,Randomized,0.12716545417445901
3952,8,0.0,Naive,0.1163547851869983
3953,8,0.1,Randomized,0.1163547851869983
3954,8,0.0,Naive,0.0707081076250616
3955,8,0.1,Randomized,0.0707081076250616
3956,8,0.0,Naive,0.123878659847036
3957,8,0.1,Randomized,0.123878659847036
3958,8,0.0,Naive,0.11406731333548392
3959,8,0.1,Randomized,0.11406731333548392
3960,8,0.0,Naive,0.07251495561123843
3961,8,0.1,Randomized,0.07251495561123843
3962,8,0.0,Naive,0.06420365957447284
3963,8,0.1,Randomized,0.06420365957447284
3964,8,0.0,Naive,0.0851071733974178
3965,8,0.1,Randomized,0.0851071733974178
3966,8,0.0,Naive,0.12462142737880959
3967,8,0.1,Randomized,0.12462142737880959
3968,8,0.0,Naive,0.1032315141041821
3969,8,0.1,Randomized,0.1032315141041821
3970,8,0.0,Naive,0.12632899002532616
3971,8,0.1,Randomized,0.12632899002532616
3972,8,0.0,Naive,0.16026531738919692
3973,8,0.1,Randomized,0.16026531738919692
3974,8,0.0,Naive,0.14259277974200044
3975,8,0.1,Randomized,0.14259277974200044
3976,8,0.0,Naive,0.12252370787119118
3977,8,0.1,Randomized,0.12252370787119118
3978,8,0.0,Naive,0.08813276869641437
3979,8,0.1,Randomized,0.08813276869641437
3980,8,0.0,Naive,0.11140039860267172
3981,8,0.1,Randomized,0.11140039860267172
3982,8,0.0,Naive,0.07966569187659403
3983,8,0.1,Randomized,0.07966569187659403
3984,8,0.0,Naive,0.0994622184600146
3985,8,0.1,Randomized,0.0994622184600146
3986,8,0.0,Naive,0.09898593302375151
3987,8,0.1,Randomized,0.09898593302375151
3988,8,0.0,Naive,0.10188348088962539
3989,8,0.1,Randomized,0.10188348088962539
3990,8,0.0,Naive,0.10609697927039681
3991,8,0.1,Randomized,0.10609697927039681
3992,8,0.0,Naive,0.07732645748708947
3993,8,0.1,Randomized,0.07732645748708947
3994,8,0.0,Naive,0.11202647464438509
3995,8,0.1,Randomized,0.11202647464438509
3996,8,0.0,Naive,0.09155158378078716
3997,8,0.1,Randomized,0.09155158378078716
3998,8,0.0,Naive,0.12681822303492554
3999,8,0.1,Randomized,0.12681822303492554
4000,10,0.0,Naive,0.0643973087594328
4001,10,0.1,Randomized,0.0643973087594328
4002,10,0.0,Naive,0.05547583899283197
4003,10,0.1,Randomized,0.05547583899283197
4004,10,0.0,Naive,0.0681181954764469
4005,10,0.1,Randomized,0.0681181954764469
4006,10,0.0,Naive,0.05417116714278934
4007,10,0.1,Randomized,0.05417116714278934
4008,10,0.0,Naive,0.06776835151350687
4009,10,0.1,Randomized,0.06776835151350687
4010,10,0.0,Naive,0.04306570633868233
4011,10,0.1,Randomized,0.04306570633868233
4012,10,0.0,Naive,0.07445698886388899
4013,10,0.1,Randomized,0.07445698886388899
4014,10,0.0,Naive,0.04977580497725295
4015,10,0.1,Randomized,0.04977580497725295
4016,10,0.0,Naive,0.06048044955411192
4017,10,0.1,Randomized,0.06048044955411192
4018,10,0.0,Naive,0.06529394744785808
4019,10,0.1,Randomized,0.06529394744785808
4020,10,0.0,Naive,0.127293533253049
4021,10,0.1,Randomized,0.127293533253049
4022,10,0.0,Naive,0.08344125616412171
4023,10,0.1,Randomized,0.08344125616412171
4024,10,0.0,Naive,0.0685092679508582
4025,10,0.1,Randomized,0.0685092679508582
4026,10,0.0,Naive,0.07138033505348661
4027,10,0.1,Randomized,0.07138033505348661
4028,10,0.0,Naive,0.06922354572935922
4029,10,0.1,Randomized,0.06922354572935922
4030,10,0.0,Naive,0.06898830158358389
4031,10,0.1,Randomized,0.06898830158358389
4032,10,0.0,Naive,0.05027709150716181
4033,10,0.1,Randomized,0.05027709150716181
4034,10,0.0,Naive,0.055062355243362636
4035,10,0.1,Randomized,0.055062355243362636
4036,10,0.0,Naive,0.0561954343449766
4037,10,0.1,Randomized,0.0561954343449766
4038,10,0.0,Naive,0.047638711541274574
4039,10,0.1,Randomized,0.047638711541274574
4040,10,0.0,Naive,0.04231521202520189
4041,10,0.1,Randomized,0.04231521202520189
4042,10,0.0,Naive,0.08623191068418234
4043,10,0.1,Randomized,0.08623191068418234
4044,10,0.0,Naive,0.08859170966542392
4045,10,0.1,Randomized,0.08859170966542392
4046,10,0.0,Naive,0.0919548812085114
4047,10,0.1,Randomized,0.0919548812085114
4048,10,0.0,Naive,0.0937119653543929
4049,10,0.1,Randomized,0.0937119653543929
4050,10,0.0,Naive,0.08065363310367239
4051,10,0.1,Randomized,0.08065363310367239
4052,10,0.0,Naive,0.08107388461768555
4053,10,0.1,Randomized,0.08107388461768555
4054,10,0.0,Naive,0.04385920507881782
4055,10,0.1,Randomized,0.04385920507881782
4056,10,0.0,Naive,0.07377583088639504
4057,10,0.1,Randomized,0.07377583088639504
4058,10,0.0,Naive,0.061611365928892506
4059,10,0.1,Randomized,0.061611365928892506
4060,10,0.0,Naive,0.08754647566581783
4061,10,0.1,Randomized,0.08754647566581783
4062,10,0.0,Naive,0.04551191432041366
4063,10,0.1,Randomized,0.04551191432041366
4064,10,0.0,Naive,0.09674522681257271
4065,10,0.1,Randomized,0.09674522681257271
4066,10,0.0,Naive,0.06026576335593385
4067,10,0.1,Randomized,0.06026576335593385
4068,10,0.0,Naive,0.0734166485970818
4069,10,0.1,Randomized,0.0734166485970818
4070,10,0.0,Naive,0.04558359240594991
4071,10,0.1,Randomized,0.04558359240594991
4072,10,0.0,Naive,0.07133407069049913
4073,10,0.1,Randomized,0.07133407069049913
4074,10,0.0,Naive,0.0717242564208171
4075,10,0.1,Randomized,0.0717242564208171
4076,10,0.0,Naive,0.0773652738822111
4077,10,0.1,Randomized,0.0773652738822111
4078,10,0.0,Naive,0.07502916243083788
4079,10,0.1,Randomized,0.07502916243083788
4080,10,0.0,Naive,0.05936980339438094
4081,10,0.1,Randomized,0.05936980339438094
4082,10,0.0,Naive,0.07630832400888742
4083,10,0.1,Randomized,0.07630832400888742
4084,10,0.0,Naive,0.0906409357718836
4085,10,0.1,Randomized,0.0906409357718836
4086,10,0.0,Naive,0.0565122195481671
4087,10,0.1,Randomized,0.0565122195481671
4088,10,0.0,Naive,0.05848490838806603
4089,10,0.1,Randomized,0.05848490838806603
4090,10,0.0,Naive,0.046734603760026486
4091,10,0.1,Randomized,0.046734603760026486
4092,10,0.0,Naive,0.04390809767876581
4093,10,0.1,Randomized,0.04390809767876581
4094,10,0.0,Naive,0.07518847440779726
4095,10,0.1,Randomized,0.07518847440779726
4096,10,0.0,Naive,0.05930533972713273
4097,10,0.1,Randomized,0.05930533972713273
4098,10,0.0,Naive,0.08001618070077365
4099,10,0.1,Randomized,0.08001618070077365
4100,10,0.0,Naive,0.035992408622909616
4101,10,0.1,Randomized,0.035992408622909616
4102,10,0.0,Naive,0.06668342950005814
4103,10,0.1,Randomized,0.06668342950005814
4104,10,0.0,Naive,0.05608736036192984
4105,10,0.1,Randomized,0.05608736036192984
4106,10,0.0,Naive,0.07612296669368218
4107,10,0.1,Randomized,0.07612296669368218
4108,10,0.0,Naive,0.09111069648016905
4109,10,0.1,Randomized,0.09111069648016905
4110,10,0.0,Naive,0.08441679529598795
4111,10,0.1,Randomized,0.08441679529598795
4112,10,0.0,Naive,0.10029090975882593
4113,10,0.1,Randomized,0.10029090975882593
4114,10,0.0,Naive,0.056773728845224414
4115,10,0.1,Randomized,0.056773728845224414
4116,10,0.0,Naive,0.08306594091554548
4117,10,0.1,Randomized,0.08306594091554548
4118,10,0.0,Naive,0.058774924058934405
4119,10,0.1,Randomized,0.058774924058934405
4120,10,0.0,Naive,0.08275264438449524
4121,10,0.1,Randomized,0.08275264438449524
4122,10,0.0,Naive,0.06803770111261787
4123,10,0.1,Randomized,0.06803770111261787
4124,10,0.0,Naive,0.06617817725080577
4125,10,0.1,Randomized,0.06617817725080577
4126,10,0.0,Naive,0.08455244446689913
4127,10,0.1,Randomized,0.08455244446689913
4128,10,0.0,Naive,0.03784895005820194
4129,10,0.1,Randomized,0.03784895005820194
4130,10,0.0,Naive,0.08053998593469809
4131,10,0.1,Randomized,0.08053998593469809
4132,10,0.0,Naive,0.05534363313710091
4133,10,0.1,Randomized,0.05534363313710091
4134,10,0.0,Naive,0.0690798818708463
4135,10,0.1,Randomized,0.0690798818708463
4136,10,0.0,Naive,0.08728236786156694
4137,10,0.1,Randomized,0.08728236786156694
4138,10,0.0,Naive,0.0578761436736487
4139,10,0.1,Randomized,0.0578761436736487
4140,10,0.0,Naive,0.06355581621028873
4141,10,0.1,Randomized,0.06355581621028873
4142,10,0.0,Naive,0.05251120577994301
4143,10,0.1,Randomized,0.05251120577994301
4144,10,0.0,Naive,0.08527984469502395
4145,10,0.1,Randomized,0.08527984469502395
4146,10,0.0,Naive,0.09832071038675727
4147,10,0.1,Randomized,0.09832071038675727
4148,10,0.0,Naive,0.04650533350358653
4149,10,0.1,Randomized,0.04650533350358653
4150,10,0.0,Naive,0.044307520469038374
4151,10,0.1,Randomized,0.044307520469038374
4152,10,0.0,Naive,0.06745804229846962
4153,10,0.1,Randomized,0.06745804229846962
4154,10,0.0,Naive,0.05700354222983581
4155,10,0.1,Randomized,0.05700354222983581
4156,10,0.0,Naive,0.07632552793887977
4157,10,0.1,Randomized,0.07632552793887977
4158,10,0.0,Naive,0.04448020179209335
4159,10,0.1,Randomized,0.04448020179209335
4160,10,0.0,Naive,0.07200031547020774
4161,10,0.1,Randomized,0.07200031547020774
4162,10,0.0,Naive,0.05941428315637343
4163,10,0.1,Randomized,0.05941428315637343
4164,10,0.0,Naive,0.0760603369382245
4165,10,0.1,Randomized,0.0760603369382245
4166,10,0.0,Naive,0.05841118451511095
4167,10,0.1,Randomized,0.05841118451511095
4168,10,0.0,Naive,0.07399925388726505
4169,10,0.1,Randomized,0.07399925388726505
4170,10,0.0,Naive,0.10460439930832034
4171,10,0.1,Randomized,0.10460439930832034
4172,10,0.0,Naive,0.06332346343709155
4173,10,0.1,Randomized,0.06332346343709155
4174,10,0.0,Naive,0.051098451598578724
4175,10,0.1,Randomized,0.051098451598578724
4176,10,0.0,Naive,0.06284569509369468
4177,10,0.1,Randomized,0.06284569509369468
4178,10,0.0,Naive,0.04780419473424646
4179,10,0.1,Randomized,0.04780419473424646
4180,10,0.0,Naive,0.041148033694522995
4181,10,0.1,Randomized,0.041148033694522995
4182,10,0.0,Naive,0.08775458577823622
4183,10,0.1,Randomized,0.08775458577823622
4184,10,0.0,Naive,0.08470081629504934
4185,10,0.1,Randomized,0.08470081629504934
4186,10,0.0,Naive,0.06286284572349919
4187,10,0.1,Randomized,0.06286284572349919
4188,10,0.0,Naive,0.050641166699527576
4189,10,0.1,Randomized,0.050641166699527576
4190,10,0.0,Naive,0.03986198587991356
4191,10,0.1,Randomized,0.03986198587991356
4192,10,0.0,Naive,0.0721734642049913
4193,10,0.1,Randomized,0.0721734642049913
4194,10,0.0,Naive,0.07916651736442808
4195,10,0.1,Randomized,0.07916651736442808
4196,10,0.0,Naive,0.06283991620434279
4197,10,0.1,Randomized,0.06283991620434279
4198,10,0.0,Naive,0.06364725534982044
4199,10,0.1,Randomized,0.06364725534982044
4200,10,0.0,Naive,0.05412373512180465
4201,10,0.1,Randomized,0.05412373512180465
4202,10,0.0,Naive,0.05845453682958628
4203,10,0.1,Randomized,0.05845453682958628
4204,10,0.0,Naive,0.04629532239642978
4205,10,0.1,Randomized,0.04629532239642978
4206,10,0.0,Naive,0.040949871965958416
4207,10,0.1,Randomized,0.040949871965958416
4208,10,0.0,Naive,0.058220916639498306
4209,10,0.1,Randomized,0.058220916639498306
4210,10,0.0,Naive,0.09308392664653023
4211,10,0.1,Randomized,0.09308392664653023
4212,10,0.0,Naive,0.05739738516784288
4213,10,0.1,Randomized,0.05739738516784288
4214,10,0.0,Naive,0.06350039606554667
4215,10,0.1,Randomized,0.06350039606554667
4216,10,0.0,Naive,0.08167786883325537
4217,10,0.1,Randomized,0.08167786883325537
4218,10,0.0,Naive,0.07815137849363323
4219,10,0.1,Randomized,0.07815137849363323
4220,10,0.0,Naive,0.042915976301932744
4221,10,0.1,Randomized,0.042915976301932744
4222,10,0.0,Naive,0.05216608458650841
4223,10,0.1,Randomized,0.05216608458650841
4224,10,0.0,Naive,0.06169989466072985
4225,10,0.1,Randomized,0.06169989466072985
4226,10,0.0,Naive,0.05995723884756046
4227,10,0.1,Randomized,0.05995723884756046
4228,10,0.0,Naive,0.05129439449938691
4229,10,0.1,Randomized,0.05129439449938691
4230,10,0.0,Naive,0.06147985673064215
4231,10,0.1,Randomized,0.06147985673064215
4232,10,0.0,Naive,0.05263824556520149
4233,10,0.1,Randomized,0.05263824556520149
4234,10,0.0,Naive,0.046936761696487514
4235,10,0.1,Randomized,0.046936761696487514
4236,10,0.0,Naive,0.05241247268222559
4237,10,0.1,Randomized,0.05241247268222559
4238,10,0.0,Naive,0.056411399544173145
4239,10,0.1,Randomized,0.056411399544173145
4240,10,0.0,Naive,0.06922930051059335
4241,10,0.1,Randomized,0.06922930051059335
4242,10,0.0,Naive,0.10010204856998989
4243,10,0.1,Randomized,0.10010204856998989
4244,10,0.0,Naive,0.06788535985795227
4245,10,0.1,Randomized,0.06788535985795227
4246,10,0.0,Naive,0.07537610820922071
4247,10,0.1,Randomized,0.07537610820922071
4248,10,0.0,Naive,0.08560808837363755
4249,10,0.1,Randomized,0.08560808837363755
4250,10,0.0,Naive,0.04243529319017972
4251,10,0.1,Randomized,0.04243529319017972
4252,10,0.0,Naive,0.0523986507234533
4253,10,0.1,Randomized,0.0523986507234533
4254,10,0.0,Naive,0.06443023208676299
4255,10,0.1,Randomized,0.06443023208676299
4256,10,0.0,Naive,0.04710073653296665
4257,10,0.1,Randomized,0.04710073653296665
4258,10,0.0,Naive,0.08685010756076152
4259,10,0.1,Randomized,0.08685010756076152
4260,10,0.0,Naive,0.06946747190504603
4261,10,0.1,Randomized,0.06946747190504603
4262,10,0.0,Naive,0.040223012917138194
4263,10,0.1,Randomized,0.040223012917138194
4264,10,0.0,Naive,0.08976458817393797
4265,10,0.1,Randomized,0.08976458817393797
4266,10,0.0,Naive,0.08638974209583844
4267,10,0.1,Randomized,0.08638974209583844
4268,10,0.0,Naive,0.05951389302709792
4269,10,0.1,Randomized,0.05951389302709792
4270,10,0.0,Naive,0.04932001821855089
4271,10,0.1,Randomized,0.04932001821855089
4272,10,0.0,Naive,0.10511963797475628
4273,10,0.1,Randomized,0.10511963797475628
4274,10,0.0,Naive,0.09117472911503274
4275,10,0.1,Randomized,0.09117472911503274
4276,10,0.0,Naive,0.07351327495617704
4277,10,0.1,Randomized,0.07351327495617704
4278,10,0.0,Naive,0.06738199317506875
4279,10,0.1,Randomized,0.06738199317506875
4280,10,0.0,Naive,0.06257176151970922
4281,10,0.1,Randomized,0.06257176151970922
4282,10,0.0,Naive,0.058537219314845255
4283,10,0.1,Randomized,0.058537219314845255
4284,10,0.0,Naive,0.08549672430722342
4285,10,0.1,Randomized,0.08549672430722342
4286,10,0.0,Naive,0.07280861055301958
4287,10,0.1,Randomized,0.07280861055301958
4288,10,0.0,Naive,0.07684613432739548
4289,10,0.1,Randomized,0.07684613432739548
4290,10,0.0,Naive,0.05894322913288029
4291,10,0.1,Randomized,0.05894322913288029
4292,10,0.0,Naive,0.10406364593136143
4293,10,0.1,Randomized,0.10406364593136143
4294,10,0.0,Naive,0.06558875567080005
4295,10,0.1,Randomized,0.06558875567080005
4296,10,0.0,Naive,0.056756995323870664
4297,10,0.1,Randomized,0.056756995323870664
4298,10,0.0,Naive,0.0501826398805045
4299,10,0.1,Randomized,0.0501826398805045
4300,10,0.0,Naive,0.07852460161236453
4301,10,0.1,Randomized,0.07852460161236453
4302,10,0.0,Naive,0.08453511185509806
4303,10,0.1,Randomized,0.08453511185509806
4304,10,0.0,Naive,0.09000099008323023
4305,10,0.1,Randomized,0.09000099008323023
4306,10,0.0,Naive,0.06459528454225871
4307,10,0.1,Randomized,0.06459528454225871
4308,10,0.0,Naive,0.058894653328122035
4309,10,0.1,Randomized,0.058894653328122035
4310,10,0.0,Naive,0.055425610186377657
4311,10,0.1,Randomized,0.055425610186377657
4312,10,0.0,Naive,0.07601064394637594
4313,10,0.1,Randomized,0.07601064394637594
4314,10,0.0,Naive,0.07577061485176487
4315,10,0.1,Randomized,0.07577061485176487
4316,10,0.0,Naive,0.05794480257175993
4317,10,0.1,Randomized,0.05794480257175993
4318,10,0.0,Naive,0.061305117497718865
4319,10,0.1,Randomized,0.061305117497718865
4320,10,0.0,Naive,0.07570045269014794
4321,10,0.1,Randomized,0.07570045269014794
4322,10,0.0,Naive,0.06687680126539977
4323,10,0.1,Randomized,0.06687680126539977
4324,10,0.0,Naive,0.0755848512599075
4325,10,0.1,Randomized,0.0755848512599075
4326,10,0.0,Naive,0.06281898228701323
4327,10,0.1,Randomized,0.06281898228701323
4328,10,0.0,Naive,0.060726787266990996
4329,10,0.1,Randomized,0.060726787266990996
4330,10,0.0,Naive,0.05287540320998837
4331,10,0.1,Randomized,0.05287540320998837
4332,10,0.0,Naive,0.04827707749482459
4333,10,0.1,Randomized,0.04827707749482459
4334,10,0.0,Naive,0.07381590238621083
4335,10,0.1,Randomized,0.07381590238621083
4336,10,0.0,Naive,0.07189587022756429
4337,10,0.1,Randomized,0.07189587022756429
4338,10,0.0,Naive,0.0482637027706152
4339,10,0.1,Randomized,0.0482637027706152
4340,10,0.0,Naive,0.09260662436111577
4341,10,0.1,Randomized,0.09260662436111577
4342,10,0.0,Naive,0.046053688999931224
4343,10,0.1,Randomized,0.046053688999931224
4344,10,0.0,Naive,0.06149981003558449
4345,10,0.1,Randomized,0.06149981003558449
4346,10,0.0,Naive,0.057778633715813085
4347,10,0.1,Randomized,0.057778633715813085
4348,10,0.0,Naive,0.06891510469481962
4349,10,0.1,Randomized,0.06891510469481962
4350,10,0.0,Naive,0.05367942956228392
4351,10,0.1,Randomized,0.05367942956228392
4352,10,0.0,Naive,0.08039456582584435
4353,10,0.1,Randomized,0.08039456582584435
4354,10,0.0,Naive,0.06275816340563224
4355,10,0.1,Randomized,0.06275816340563224
4356,10,0.0,Naive,0.07014830537628772
4357,10,0.1,Randomized,0.07014830537628772
4358,10,0.0,Naive,0.11666893750102843
4359,10,0.1,Randomized,0.11666893750102843
4360,10,0.0,Naive,0.06869945477736829
4361,10,0.1,Randomized,0.06869945477736829
4362,10,0.0,Naive,0.08094048964972471
4363,10,0.1,Randomized,0.08094048964972471
4364,10,0.0,Naive,0.06331667646438742
4365,10,0.1,Randomized,0.06331667646438742
4366,10,0.0,Naive,0.06666411805396324
4367,10,0.1,Randomized,0.06666411805396324
4368,10,0.0,Naive,0.09138477633835937
4369,10,0.1,Randomized,0.09138477633835937
4370,10,0.0,Naive,0.08046850494125789
4371,10,0.1,Randomized,0.08046850494125789
4372,10,0.0,Naive,0.05746260108323127
4373,10,0.1,Randomized,0.05746260108323127
4374,10,0.0,Naive,0.09012147826810672
4375,10,0.1,Randomized,0.09012147826810672
4376,10,0.0,Naive,0.08108791704768566
4377,10,0.1,Randomized,0.08108791704768566
4378,10,0.0,Naive,0.060297491141615936
4379,10,0.1,Randomized,0.060297491141615936
4380,10,0.0,Naive,0.052740438668059574
4381,10,0.1,Randomized,0.052740438668059574
4382,10,0.0,Naive,0.04934540709068558
4383,10,0.1,Randomized,0.04934540709068558
4384,10,0.0,Naive,0.08046047038428332
4385,10,0.1,Randomized,0.08046047038428332
4386,10,0.0,Naive,0.09187157584250474
4387,10,0.1,Randomized,0.09187157584250474
4388,10,0.0,Naive,0.07157041030520653
