,delta,Tau,Method,WCSS/TSS
5728,12,0.0,Naive,0.04089471793551257
5729,12,0.1,Randomized,0.04089471793551257
5730,12,0.0,Naive,0.04839228510278871
5731,12,0.1,Randomized,0.04839228510278871
5732,12,0.0,Naive,0.06546436397042124
5733,12,0.1,Randomized,0.06546436397042124
5734,12,0.0,Naive,0.05251599431154059
5735,12,0.1,Randomized,0.05251599431154059
5736,12,0.0,Naive,0.04760503951130646
5737,12,0.1,Randomized,0.04760503951130646
5738,12,0.0,Naive,0.05053735328788101
5739,12,0.1,Randomized,0.05053735328788101
5740,12,0.0,Naive,0.06286153796886797
5741,12,0.1,Randomized,0.06286153796886797
5742,12,0.0,Naive,0.040772462086259134
5743,12,0.1,Randomized,0.040772462086259134
5744,12,0.0,Naive,0.05645042124297123
5745,12,0.1,Randomized,0.05645042124297123
5746,12,0.0,Naive,0.047248496131162804
5747,12,0.1,Randomized,0.047248496131162804
5748,12,0.0,Naive,0.03544260236302592
5749,12,0.1,Randomized,0.03544260236302592
5750,12,0.0,Naive,0.05465072953744928
5751,12,0.1,Randomized,0.05465072953744928
5752,12,0.0,Naive,0.036976571451091254
5753,12,0.1,Randomized,0.036976571451091254
5754,12,0.0,Naive,0.050736192420205224
5755,12,0.1,Randomized,0.050736192420205224
5756,12,0.0,Naive,0.06102419564311365
5757,12,0.1,Randomized,0.06102419564311365
5758,12,0.0,Naive,0.04727134784283252
5759,12,0.1,Randomized,0.04727134784283252
5760,12,0.0,Naive,0.0460831853205664
5761,12,0.1,Randomized,0.0460831853205664
5762,12,0.0,Naive,0.05675455189852361
5763,12,0.1,Randomized,0.05675455189852361
5764,12,0.0,Naive,0.047054932987351174
5765,12,0.1,Randomized,0.047054932987351174
5766,12,0.0,Naive,0.05310568376831072
5767,12,0.1,Randomized,0.05310568376831072
5768,12,0.0,Naive,0.05491346666146181
5769,12,0.1,Randomized,0.05491346666146181
5770,12,0.0,Naive,0.0570890078033245
5771,12,0.1,Randomized,0.0570890078033245
5772,12,0.0,Naive,0.04519404749929704
5773,12,0.1,Randomized,0.04519404749929704
5774,12,0.0,Naive,0.06549085144769679
5775,12,0.1,Randomized,0.06549085144769679
5776,12,0.0,Naive,0.03903932761911251
5777,12,0.1,Randomized,0.03903932761911251
5778,12,0.0,Naive,0.0397750100113899
5779,12,0.1,Randomized,0.0397750100113899
5780,12,0.0,Naive,0.039812909093883374
5781,12,0.1,Randomized,0.039812909093883374
5782,12,0.0,Naive,0.04130313465680788
5783,12,0.1,Randomized,0.04130313465680788
5784,12,0.0,Naive,0.04006570692079269
5785,12,0.1,Randomized,0.04006570692079269
5786,12,0.0,Naive,0.052539805788820726
5787,12,0.1,Randomized,0.052539805788820726
5788,12,0.0,Naive,0.05444343479049872
5789,12,0.1,Randomized,0.05444343479049872
5790,12,0.0,Naive,0.0446663772326888
5791,12,0.1,Randomized,0.0446663772326888
5792,12,0.0,Naive,0.027611393039200204
5793,12,0.1,Randomized,0.027611393039200204
5794,12,0.0,Naive,0.029136452108297784
5795,12,0.1,Randomized,0.029136452108297784
5796,12,0.0,Naive,0.03946754787432965
5797,12,0.1,Randomized,0.03946754787432965
5798,12,0.0,Naive,0.05006576490557032
5799,12,0.1,Randomized,0.05006576490557032
5800,12,0.0,Naive,0.050559419972218425
5801,12,0.1,Randomized,0.050559419972218425
5802,12,0.0,Naive,0.05093894390330061
5803,12,0.1,Randomized,0.05093894390330061
5804,12,0.0,Naive,0.03844927854385291
5805,12,0.1,Randomized,0.03844927854385291
5806,12,0.0,Naive,0.05024104687274411
5807,12,0.1,Randomized,0.05024104687274411
5808,12,0.0,Naive,0.0393050903652303
5809,12,0.1,Randomized,0.0393050903652303
5810,12,0.0,Naive,0.04039482782905712
5811,12,0.1,Randomized,0.04039482782905712
5812,12,0.0,Naive,0.05545897720964787
5813,12,0.1,Randomized,0.05545897720964787
5814,12,0.0,Naive,0.0651871305034301
5815,12,0.1,Randomized,0.0651871305034301
5816,12,0.0,Naive,0.06290155691047884
5817,12,0.1,Randomized,0.06290155691047884
5818,12,0.0,Naive,0.06665145835320312
5819,12,0.1,Randomized,0.06665145835320312
5820,12,0.0,Naive,0.056931675094066644
5821,12,0.1,Randomized,0.056931675094066644
5822,12,0.0,Naive,0.04564921832241619
5823,12,0.1,Randomized,0.04564921832241619
5824,12,0.0,Naive,0.05447067740193662
5825,12,0.1,Randomized,0.05447067740193662
5826,12,0.0,Naive,0.05825050928260023
5827,12,0.1,Randomized,0.05825050928260023
5828,12,0.0,Naive,0.061166965574264
5829,12,0.1,Randomized,0.061166965574264
5830,12,0.0,Naive,0.04505093080040829
5831,12,0.1,Randomized,0.04505093080040829
5832,12,0.0,Naive,0.039322958889590774
5833,12,0.1,Randomized,0.039322958889590774
5834,12,0.0,Naive,0.04312525281508971
5835,12,0.1,Randomized,0.04312525281508971
5836,12,0.0,Naive,0.04907263786264762
5837,12,0.1,Randomized,0.04907263786264762
5838,12,0.0,Naive,0.04923146379384455
5839,12,0.1,Randomized,0.04923146379384455
5840,12,0.0,Naive,0.04176331111973207
5841,12,0.1,Randomized,0.04176331111973207
5842,12,0.0,Naive,0.054572270500704394
5843,12,0.1,Randomized,0.054572270500704394
5844,12,0.0,Naive,0.0441950522489072
5845,12,0.1,Randomized,0.0441950522489072
5846,12,0.0,Naive,0.06925873209340906
5847,12,0.1,Randomized,0.06925873209340906
5848,12,0.0,Naive,0.05430764706847521
5849,12,0.1,Randomized,0.05430764706847521
5850,12,0.0,Naive,0.04307087816490935
5851,12,0.1,Randomized,0.04307087816490935
5852,12,0.0,Naive,0.047076933226549676
5853,12,0.1,Randomized,0.047076933226549676
5854,12,0.0,Naive,0.07253691853911616
5855,12,0.1,Randomized,0.07253691853911616
5856,12,0.0,Naive,0.04558969610018358
5857,12,0.1,Randomized,0.04558969610018358
5858,12,0.0,Naive,0.05708080397057323
5859,12,0.1,Randomized,0.05708080397057323
5860,12,0.0,Naive,0.0328211684500995
5861,12,0.1,Randomized,0.0328211684500995
5862,12,0.0,Naive,0.03874815911795934
5863,12,0.1,Randomized,0.03874815911795934
5864,12,0.0,Naive,0.041759586060332934
5865,12,0.1,Randomized,0.041759586060332934
5866,12,0.0,Naive,0.04028006813169687
5867,12,0.1,Randomized,0.04028006813169687
5868,12,0.0,Naive,0.05150781590635466
5869,12,0.1,Randomized,0.05150781590635466
5870,12,0.0,Naive,0.02686570917502926
5871,12,0.1,Randomized,0.02686570917502926
5872,12,0.0,Naive,0.05223016340121649
5873,12,0.1,Randomized,0.05223016340121649
5874,12,0.0,Naive,0.05673855923876926
5875,12,0.1,Randomized,0.05673855923876926
5876,12,0.0,Naive,0.05104472387467194
5877,12,0.1,Randomized,0.05104472387467194
5878,12,0.0,Naive,0.06004634389894409
5879,12,0.1,Randomized,0.06004634389894409
5880,12,0.0,Naive,0.02815172211254812
5881,12,0.1,Randomized,0.02815172211254812
5882,12,0.0,Naive,0.037262358174634476
5883,12,0.1,Randomized,0.037262358174634476
5884,12,0.0,Naive,0.05547157637870249
5885,12,0.1,Randomized,0.05547157637870249
5886,12,0.0,Naive,0.03414997062079949
5887,12,0.1,Randomized,0.03414997062079949
5888,12,0.0,Naive,0.061833028552524136
5889,12,0.1,Randomized,0.061833028552524136
5890,12,0.0,Naive,0.05454860468925172
5891,12,0.1,Randomized,0.05454860468925172
5892,12,0.0,Naive,0.054276698758024065
5893,12,0.1,Randomized,0.054276698758024065
5894,12,0.0,Naive,0.024828339010570705
5895,12,0.1,Randomized,0.024828339010570705
5896,12,0.0,Naive,0.04703720977946231
5897,12,0.1,Randomized,0.04703720977946231
5898,12,0.0,Naive,0.0391430408447418
5899,12,0.1,Randomized,0.0391430408447418
5900,12,0.0,Naive,0.04392701861090856
5901,12,0.1,Randomized,0.04392701861090856
5902,12,0.0,Naive,0.06078670109100814
5903,12,0.1,Randomized,0.06078670109100814
5904,12,0.0,Naive,0.045256323081244866
5905,12,0.1,Randomized,0.045256323081244866
5906,12,0.0,Naive,0.060101185128201076
5907,12,0.1,Randomized,0.060101185128201076
5908,12,0.0,Naive,0.035935395678462254
5909,12,0.1,Randomized,0.035935395678462254
5910,12,0.0,Naive,0.048200624749007104
5911,12,0.1,Randomized,0.048200624749007104
5912,12,0.0,Naive,0.03532095509806117
5913,12,0.1,Randomized,0.03532095509806117
5914,12,0.0,Naive,0.048293729767548636
5915,12,0.1,Randomized,0.048293729767548636
5916,12,0.0,Naive,0.05030516089794357
5917,12,0.1,Randomized,0.05030516089794357
5918,12,0.0,Naive,0.06197356725871428
5919,12,0.1,Randomized,0.06197356725871428
5920,12,0.0,Naive,0.04064872593983429
5921,12,0.1,Randomized,0.04064872593983429
5922,12,0.0,Naive,0.03960471045965489
5923,12,0.1,Randomized,0.03960471045965489
5924,12,0.0,Naive,0.05717043968490796
5925,12,0.1,Randomized,0.05717043968490796
5926,12,0.0,Naive,0.05071027459776168
5927,12,0.1,Randomized,0.05071027459776168
5928,12,0.0,Naive,0.03762583116346818
5929,12,0.1,Randomized,0.03762583116346818
5930,12,0.0,Naive,0.0813819451435171
5931,12,0.1,Randomized,0.0813819451435171
5932,12,0.0,Naive,0.037461454576928906
5933,12,0.1,Randomized,0.037461454576928906
5934,12,0.0,Naive,0.05066924562926466
5935,12,0.1,Randomized,0.05066924562926466
5936,12,0.0,Naive,0.0571762947373889
5937,12,0.1,Randomized,0.0571762947373889
5938,12,0.0,Naive,0.03890236356991352
5939,12,0.1,Randomized,0.03890236356991352
5940,12,0.0,Naive,0.05398887053986277
5941,12,0.1,Randomized,0.05398887053986277
5942,12,0.0,Naive,0.0478885566662157
5943,12,0.1,Randomized,0.0478885566662157
5944,12,0.0,Naive,0.030657714513064784
5945,12,0.1,Randomized,0.030657714513064784
5946,12,0.0,Naive,0.043696698391175834
5947,12,0.1,Randomized,0.043696698391175834
5948,12,0.0,Naive,0.03994507343050811
5949,12,0.1,Randomized,0.03994507343050811
5950,12,0.0,Naive,0.05114520897822038
5951,12,0.1,Randomized,0.05114520897822038
5952,12,0.0,Naive,0.05803970365144525
5953,12,0.1,Randomized,0.05803970365144525
5954,12,0.0,Naive,0.03649500025920144
5955,12,0.1,Randomized,0.03649500025920144
5956,12,0.0,Naive,0.05259487982481333
5957,12,0.1,Randomized,0.05259487982481333
5958,12,0.0,Naive,0.042335091569459866
5959,12,0.1,Randomized,0.042335091569459866
5960,12,0.0,Naive,0.06328214015673082
5961,12,0.1,Randomized,0.06328214015673082
5962,12,0.0,Naive,0.0394199111964239
5963,12,0.1,Randomized,0.0394199111964239
5964,12,0.0,Naive,0.03968822672891823
5965,12,0.1,Randomized,0.03968822672891823
5966,12,0.0,Naive,0.06923095122192269
5967,12,0.1,Randomized,0.06923095122192269
5968,12,0.0,Naive,0.044387350265529896
5969,12,0.1,Randomized,0.044387350265529896
5970,12,0.0,Naive,0.05235228934887384
5971,12,0.1,Randomized,0.05235228934887384
5972,12,0.0,Naive,0.026594348082490664
5973,12,0.1,Randomized,0.026594348082490664
5974,12,0.0,Naive,0.04372729927941485
5975,12,0.1,Randomized,0.04372729927941485
5976,12,0.0,Naive,0.048437799758491634
5977,12,0.1,Randomized,0.048437799758491634
5978,12,0.0,Naive,0.04601634372930639
5979,12,0.1,Randomized,0.04601634372930639
5980,12,0.0,Naive,0.0377010535893321
5981,12,0.1,Randomized,0.0377010535893321
5982,12,0.0,Naive,0.0679444888810109
5983,12,0.1,Randomized,0.0679444888810109
5984,12,0.0,Naive,0.03593356867078955
5985,12,0.1,Randomized,0.03593356867078955
5986,12,0.0,Naive,0.0409623544061666
5987,12,0.1,Randomized,0.0409623544061666
5988,12,0.0,Naive,0.05144554444466096
5989,12,0.1,Randomized,0.05144554444466096
5990,12,0.0,Naive,0.033110010573372275
5991,12,0.1,Randomized,0.033110010573372275
5992,12,0.0,Naive,0.052116198861415976
5993,12,0.1,Randomized,0.052116198861415976
5994,12,0.0,Naive,0.02839796609946746
5995,12,0.1,Randomized,0.02839796609946746
5996,12,0.0,Naive,0.054922998252526695
5997,12,0.1,Randomized,0.054922998252526695
5998,12,0.0,Naive,0.032138634166877164
5999,12,0.1,Randomized,0.032138634166877164
6000,14,0.0,Naive,0.04444702911863325
6001,14,0.1,Randomized,0.04444702911863325
6002,14,0.0,Naive,0.03179111585875705
6003,14,0.1,Randomized,0.03179111585875705
6004,14,0.0,Naive,0.03206594096519899
6005,14,0.1,Randomized,0.03206594096519899
6006,14,0.0,Naive,0.02485728365705074
6007,14,0.1,Randomized,0.02485728365705074
6008,14,0.0,Naive,0.028646880666905596
6009,14,0.1,Randomized,0.028646880666905596
6010,14,0.0,Naive,0.033038281492551023
6011,14,0.1,Randomized,0.033038281492551023
6012,14,0.0,Naive,0.037461154216409026
6013,14,0.1,Randomized,0.037461154216409026
6014,14,0.0,Naive,0.038619117370484526
6015,14,0.1,Randomized,0.038619117370484526
6016,14,0.0,Naive,0.056595058662504985
6017,14,0.1,Randomized,0.056595058662504985
6018,14,0.0,Naive,0.030934741677927122
6019,14,0.1,Randomized,0.030934741677927122
6020,14,0.0,Naive,0.03903314005621899
6021,14,0.1,Randomized,0.03903314005621899
6022,14,0.0,Naive,0.03671163480788562
6023,14,0.1,Randomized,0.03671163480788562
6024,14,0.0,Naive,0.03286030982698853
6025,14,0.1,Randomized,0.03286030982698853
6026,14,0.0,Naive,0.05049343779432476
6027,14,0.1,Randomized,0.05049343779432476
6028,14,0.0,Naive,0.04990471690065829
6029,14,0.1,Randomized,0.04990471690065829
6030,14,0.0,Naive,0.03778446696329938
6031,14,0.1,Randomized,0.03778446696329938
6032,14,0.0,Naive,0.04218915482735034
6033,14,0.1,Randomized,0.04218915482735034
6034,14,0.0,Naive,0.03633602418984429
6035,14,0.1,Randomized,0.03633602418984429
6036,14,0.0,Naive,0.02909346980863715
6037,14,0.1,Randomized,0.02909346980863715
6038,14,0.0,Naive,0.023967388036570277
6039,14,0.1,Randomized,0.023967388036570277
6040,14,0.0,Naive,0.032084380710389035
6041,14,0.1,Randomized,0.032084380710389035
6042,14,0.0,Naive,0.0358845855171317
6043,14,0.1,Randomized,0.0358845855171317
6044,14,0.0,Naive,0.03292661809039706
6045,14,0.1,Randomized,0.03292661809039706
6046,14,0.0,Naive,0.027740313936022394
6047,14,0.1,Randomized,0.027740313936022394
6048,14,0.0,Naive,0.038496828026731246
6049,14,0.1,Randomized,0.038496828026731246
6050,14,0.0,Naive,0.04149038290540336
6051,14,0.1,Randomized,0.04149038290540336
6052,14,0.0,Naive,0.04761014125578657
6053,14,0.1,Randomized,0.04761014125578657
6054,14,0.0,Naive,0.04817210145915391
6055,14,0.1,Randomized,0.04817210145915391
6056,14,0.0,Naive,0.022478304336741726
6057,14,0.1,Randomized,0.022478304336741726
6058,14,0.0,Naive,0.048393536401426504
6059,14,0.1,Randomized,0.048393536401426504
6060,14,0.0,Naive,0.04050635729856941
6061,14,0.1,Randomized,0.04050635729856941
6062,14,0.0,Naive,0.03572954162035321
6063,14,0.1,Randomized,0.03572954162035321
6064,14,0.0,Naive,0.03181856389194894
6065,14,0.1,Randomized,0.03181856389194894
6066,14,0.0,Naive,0.023951046175673375
6067,14,0.1,Randomized,0.023951046175673375
6068,14,0.0,Naive,0.03249677082584095
6069,14,0.1,Randomized,0.03249677082584095
6070,14,0.0,Naive,0.03320027431142952
6071,14,0.1,Randomized,0.03320027431142952
6072,14,0.0,Naive,0.033927874767054784
6073,14,0.1,Randomized,0.033927874767054784
6074,14,0.0,Naive,0.03566012563043191
6075,14,0.1,Randomized,0.03566012563043191
6076,14,0.0,Naive,0.03333388334553661
6077,14,0.1,Randomized,0.03333388334553661
6078,14,0.0,Naive,0.04831627066082982
6079,14,0.1,Randomized,0.04831627066082982
6080,14,0.0,Naive,0.03184660696133294
6081,14,0.1,Randomized,0.03184660696133294
6082,14,0.0,Naive,0.03483098509330704
6083,14,0.1,Randomized,0.03483098509330704
6084,14,0.0,Naive,0.03934556191986434
6085,14,0.1,Randomized,0.03934556191986434
6086,14,0.0,Naive,0.038267163451234605
6087,14,0.1,Randomized,0.038267163451234605
6088,14,0.0,Naive,0.03394972424875484
6089,14,0.1,Randomized,0.03394972424875484
6090,14,0.0,Naive,0.0419564297338207
6091,14,0.1,Randomized,0.0419564297338207
6092,14,0.0,Naive,0.03704388162138396
6093,14,0.1,Randomized,0.03704388162138396
6094,14,0.0,Naive,0.042519766179529905
6095,14,0.1,Randomized,0.042519766179529905
6096,14,0.0,Naive,0.033376265658882
6097,14,0.1,Randomized,0.033376265658882
6098,14,0.0,Naive,0.05643603973508716
6099,14,0.1,Randomized,0.05643603973508716
6100,14,0.0,Naive,0.019652431771585384
6101,14,0.1,Randomized,0.019652431771585384
6102,14,0.0,Naive,0.024485984762127568
6103,14,0.1,Randomized,0.024485984762127568
6104,14,0.0,Naive,0.03963609792308515
6105,14,0.1,Randomized,0.03963609792308515
6106,14,0.0,Naive,0.03513586946769082
6107,14,0.1,Randomized,0.03513586946769082
6108,14,0.0,Naive,0.03546029382039983
6109,14,0.1,Randomized,0.03546029382039983
6110,14,0.0,Naive,0.0432098088966453
6111,14,0.1,Randomized,0.0432098088966453
6112,14,0.0,Naive,0.03152059813939469
6113,14,0.1,Randomized,0.03152059813939469
6114,14,0.0,Naive,0.03817242395663351
6115,14,0.1,Randomized,0.03817242395663351
6116,14,0.0,Naive,0.0224922370586767
6117,14,0.1,Randomized,0.0224922370586767
6118,14,0.0,Naive,0.024712034703046264
6119,14,0.1,Randomized,0.024712034703046264
6120,14,0.0,Naive,0.03055657856505108
6121,14,0.1,Randomized,0.03055657856505108
6122,14,0.0,Naive,0.024751880643530004
6123,14,0.1,Randomized,0.024751880643530004
6124,14,0.0,Naive,0.03722525886732746
6125,14,0.1,Randomized,0.03722525886732746
6126,14,0.0,Naive,0.03950633579195403
6127,14,0.1,Randomized,0.03950633579195403
6128,14,0.0,Naive,0.035146170271756774
6129,14,0.1,Randomized,0.035146170271756774
6130,14,0.0,Naive,0.04548503496531075
6131,14,0.1,Randomized,0.04548503496531075
6132,14,0.0,Naive,0.03905800230480559
6133,14,0.1,Randomized,0.03905800230480559
6134,14,0.0,Naive,0.036105382440762265
6135,14,0.1,Randomized,0.036105382440762265
6136,14,0.0,Naive,0.02719179311007596
6137,14,0.1,Randomized,0.02719179311007596
6138,14,0.0,Naive,0.03507264240431184
6139,14,0.1,Randomized,0.03507264240431184
6140,14,0.0,Naive,0.043575428833992756
6141,14,0.1,Randomized,0.043575428833992756
6142,14,0.0,Naive,0.031632947915265046
6143,14,0.1,Randomized,0.031632947915265046
6144,14,0.0,Naive,0.02718282093222696
6145,14,0.1,Randomized,0.02718282093222696
6146,14,0.0,Naive,0.023169207657085484
6147,14,0.1,Randomized,0.023169207657085484
6148,14,0.0,Naive,0.04952609339103411
6149,14,0.1,Randomized,0.04952609339103411
6150,14,0.0,Naive,0.04647240054538504
6151,14,0.1,Randomized,0.04647240054538504
6152,14,0.0,Naive,0.028005019378157674
6153,14,0.1,Randomized,0.028005019378157674
6154,14,0.0,Naive,0.030257679950280413
6155,14,0.1,Randomized,0.030257679950280413
6156,14,0.0,Naive,0.04035542265405474
6157,14,0.1,Randomized,0.04035542265405474
6158,14,0.0,Naive,0.03491003938996158
6159,14,0.1,Randomized,0.03491003938996158
6160,14,0.0,Naive,0.04263235945364981
6161,14,0.1,Randomized,0.04263235945364981
6162,14,0.0,Naive,0.027930201178567673
6163,14,0.1,Randomized,0.027930201178567673
6164,14,0.0,Naive,0.028460458152051137
6165,14,0.1,Randomized,0.028460458152051137
6166,14,0.0,Naive,0.04124676748485972
6167,14,0.1,Randomized,0.04124676748485972
6168,14,0.0,Naive,0.03219354605043451
6169,14,0.1,Randomized,0.03219354605043451
6170,14,0.0,Naive,0.04196776764137241
6171,14,0.1,Randomized,0.04196776764137241
6172,14,0.0,Naive,0.025791091306901024
6173,14,0.1,Randomized,0.025791091306901024
6174,14,0.0,Naive,0.03336405972303122
6175,14,0.1,Randomized,0.03336405972303122
6176,14,0.0,Naive,0.04312314954802625
6177,14,0.1,Randomized,0.04312314954802625
6178,14,0.0,Naive,0.03881800782281862
6179,14,0.1,Randomized,0.03881800782281862
6180,14,0.0,Naive,0.03006031710561477
6181,14,0.1,Randomized,0.03006031710561477
6182,14,0.0,Naive,0.029316965682954558
6183,14,0.1,Randomized,0.029316965682954558
6184,14,0.0,Naive,0.028545864930452497
6185,14,0.1,Randomized,0.028545864930452497
6186,14,0.0,Naive,0.035391016516330684
6187,14,0.1,Randomized,0.035391016516330684
6188,14,0.0,Naive,0.036785737588536316
6189,14,0.1,Randomized,0.036785737588536316
6190,14,0.0,Naive,0.03979408203578936
6191,14,0.1,Randomized,0.03979408203578936
6192,14,0.0,Naive,0.04588526854422507
6193,14,0.1,Randomized,0.04588526854422507
6194,14,0.0,Naive,0.025724696194329155
6195,14,0.1,Randomized,0.025724696194329155
6196,14,0.0,Naive,0.033135286076277866
6197,14,0.1,Randomized,0.033135286076277866
6198,14,0.0,Naive,0.02751860603506275
6199,14,0.1,Randomized,0.02751860603506275
6200,14,0.0,Naive,0.031015480840614076
6201,14,0.1,Randomized,0.031015480840614076
6202,14,0.0,Naive,0.030511057429485806
6203,14,0.1,Randomized,0.030511057429485806
6204,14,0.0,Naive,0.03796201872038319
6205,14,0.1,Randomized,0.03796201872038319
6206,14,0.0,Naive,0.041896025254556116
6207,14,0.1,Randomized,0.041896025254556116
6208,14,0.0,Naive,0.030201500101244054
6209,14,0.1,Randomized,0.030201500101244054
6210,14,0.0,Naive,0.021584861331663412
6211,14,0.1,Randomized,0.021584861331663412
6212,14,0.0,Naive,0.030082221756589304
6213,14,0.1,Randomized,0.030082221756589304
6214,14,0.0,Naive,0.05600097260800706
6215,14,0.1,Randomized,0.05600097260800706
6216,14,0.0,Naive,0.038915407739332684
6217,14,0.1,Randomized,0.038915407739332684
6218,14,0.0,Naive,0.04899907311384805
6219,14,0.1,Randomized,0.04899907311384805
6220,14,0.0,Naive,0.04513234703769039
6221,14,0.1,Randomized,0.04513234703769039
6222,14,0.0,Naive,0.03578674194005915
6223,14,0.1,Randomized,0.03578674194005915
6224,14,0.0,Naive,0.028308617625596447
6225,14,0.1,Randomized,0.028308617625596447
6226,14,0.0,Naive,0.024266187310038528
6227,14,0.1,Randomized,0.024266187310038528
6228,14,0.0,Naive,0.028553923429478423
6229,14,0.1,Randomized,0.028553923429478423
6230,14,0.0,Naive,0.02903957765433966
6231,14,0.1,Randomized,0.02903957765433966
6232,14,0.0,Naive,0.03562072628588525
6233,14,0.1,Randomized,0.03562072628588525
6234,14,0.0,Naive,0.03988088348147286
6235,14,0.1,Randomized,0.03988088348147286
6236,14,0.0,Naive,0.045562492672263886
6237,14,0.1,Randomized,0.045562492672263886
6238,14,0.0,Naive,0.03916194710741516
6239,14,0.1,Randomized,0.03916194710741516
6240,14,0.0,Naive,0.04003991212754306
6241,14,0.1,Randomized,0.04003991212754306
6242,14,0.0,Naive,0.03371135956203627
6243,14,0.1,Randomized,0.03371135956203627
6244,14,0.0,Naive,0.036961263237605485
6245,14,0.1,Randomized,0.036961263237605485
6246,14,0.0,Naive,0.045284740226449044
6247,14,0.1,Randomized,0.045284740226449044
6248,14,0.0,Naive,0.019088113350695907
6249,14,0.1,Randomized,0.019088113350695907
6250,14,0.0,Naive,0.039341186690400744
6251,14,0.1,Randomized,0.039341186690400744
6252,14,0.0,Naive,0.03464558892730737
6253,14,0.1,Randomized,0.03464558892730737
6254,14,0.0,Naive,0.027571283829999068
6255,14,0.1,Randomized,0.027571283829999068
6256,14,0.0,Naive,0.03097516710842822
6257,14,0.1,Randomized,0.03097516710842822
6258,14,0.0,Naive,0.035088313908554755
6259,14,0.1,Randomized,0.035088313908554755
6260,14,0.0,Naive,0.030384528072438435
6261,14,0.1,Randomized,0.030384528072438435
6262,14,0.0,Naive,0.031537622946990064
6263,14,0.1,Randomized,0.031537622946990064
6264,14,0.0,Naive,0.028845555924659365
6265,14,0.1,Randomized,0.028845555924659365
6266,14,0.0,Naive,0.04621966226892009
6267,14,0.1,Randomized,0.04621966226892009
6268,14,0.0,Naive,0.03848536235571709
6269,14,0.1,Randomized,0.03848536235571709
6270,14,0.0,Naive,0.026410993047844573
6271,14,0.1,Randomized,0.026410993047844573
6272,14,0.0,Naive,0.043514675313273854
6273,14,0.1,Randomized,0.043514675313273854
6274,14,0.0,Naive,0.03323459154425303
6275,14,0.1,Randomized,0.03323459154425303
6276,14,0.0,Naive,0.04636071828733362
6277,14,0.1,Randomized,0.04636071828733362
6278,14,0.0,Naive,0.03203059322188669
6279,14,0.1,Randomized,0.03203059322188669
6280,14,0.0,Naive,0.0361005287972159
6281,14,0.1,Randomized,0.0361005287972159
6282,14,0.0,Naive,0.03206911815220887
6283,14,0.1,Randomized,0.03206911815220887
6284,14,0.0,Naive,0.040033366081836615
6285,14,0.1,Randomized,0.040033366081836615
6286,14,0.0,Naive,0.03228083521208792
6287,14,0.1,Randomized,0.03228083521208792
6288,14,0.0,Naive,0.03312453733029306
6289,14,0.1,Randomized,0.03312453733029306
6290,14,0.0,Naive,0.027132526858271278
6291,14,0.1,Randomized,0.027132526858271278
6292,14,0.0,Naive,0.0313330018220694
6293,14,0.1,Randomized,0.0313330018220694
6294,14,0.0,Naive,0.040299666917923936
6295,14,0.1,Randomized,0.040299666917923936
6296,14,0.0,Naive,0.029819389331060688
6297,14,0.1,Randomized,0.029819389331060688
6298,14,0.0,Naive,0.04117859829038034
6299,14,0.1,Randomized,0.04117859829038034
6300,14,0.0,Naive,0.03758796425773441
6301,14,0.1,Randomized,0.03758796425773441
6302,14,0.0,Naive,0.03596790115536076
6303,14,0.1,Randomized,0.03596790115536076
6304,14,0.0,Naive,0.041901185880271585
6305,14,0.1,Randomized,0.041901185880271585
6306,14,0.0,Naive,0.042372554324481296
6307,14,0.1,Randomized,0.042372554324481296
6308,14,0.0,Naive,0.032326117937264205
6309,14,0.1,Randomized,0.032326117937264205
6310,14,0.0,Naive,0.042606873570741034
6311,14,0.1,Randomized,0.042606873570741034
6312,14,0.0,Naive,0.030154892405647036
6313,14,0.1,Randomized,0.030154892405647036
6314,14,0.0,Naive,0.02557794800041542
6315,14,0.1,Randomized,0.02557794800041542
6316,14,0.0,Naive,0.025974316601476373
6317,14,0.1,Randomized,0.025974316601476373
6318,14,0.0,Naive,0.035828316796604975
6319,14,0.1,Randomized,0.035828316796604975
6320,14,0.0,Naive,0.033765938692819734
6321,14,0.1,Randomized,0.033765938692819734
6322,14,0.0,Naive,0.025631709081054874
6323,14,0.1,Randomized,0.025631709081054874
6324,14,0.0,Naive,0.03089879303773682
6325,14,0.1,Randomized,0.03089879303773682
6326,14,0.0,Naive,0.032018773111055936
6327,14,0.1,Randomized,0.032018773111055936
6328,14,0.0,Naive,0.03625936948246946
6329,14,0.1,Randomized,0.03625936948246946
6330,14,0.0,Naive,0.03266958079549606
6331,14,0.1,Randomized,0.03266958079549606
6332,14,0.0,Naive,0.03007482981544718
6333,14,0.1,Randomized,0.03007482981544718
6334,14,0.0,Naive,0.05166610816636391
6335,14,0.1,Randomized,0.05166610816636391
6336,14,0.0,Naive,0.033550426403541854
6337,14,0.1,Randomized,0.033550426403541854
6338,14,0.0,Naive,0.02836070527940266
6339,14,0.1,Randomized,0.02836070527940266
6340,14,0.0,Naive,0.050657573888696635
6341,14,0.1,Randomized,0.050657573888696635
6342,14,0.0,Naive,0.026898470070788265
6343,14,0.1,Randomized,0.026898470070788265
6344,14,0.0,Naive,0.04143026958284577
6345,14,0.1,Randomized,0.04143026958284577
6346,14,0.0,Naive,0.0329076394726646
6347,14,0.1,Randomized,0.0329076394726646
6348,14,0.0,Naive,0.03873313017022391
